Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
16610,5;1,17;0,01;-0,03;0,79;1,22;0,01;-0,2;0,53;0,37;
16610,75;0,96;0,03;0,03;0,78;1,21;-0,01;-0,17;0,4;0,37;
16611;0,97;0,08;0,13;0,78;1,22;-0,03;-0,2;0,3;0,36;
16611,25;0,98;0,12;0,32;0,78;1,21;-0,06;-0,15;0,18;0,34;
16611,5;0,97;0,24;0,42;0,78;1,22;-0,1;-0,18;0,08;0,31;
16611,75;0,97;0,33;0,62;0,78;1,22;-0,15;-0,13;0;0,29;
16612;0,96;0,41;0,76;0,78;1,22;-0,17;-0,16;-0,06;0,26;
16612,25;0,95;0,46;0,85;0,78;1,22;-0,18;-0,13;-0,09;0,25;
16612,5;0,97;0,46;0,9;0,83;1,22;-0,17;-0,15;-0,11;0,24;
16612,75;0,96;0,43;0,95;0,88;1,21;-0,16;-0,14;-0,08;0,25;
16613;0,95;0,44;1;0,93;1,22;-0,12;-0,15;-0,06;0,26;
16613,25;0,98;0,49;1;0,93;1,21;-0,08;-0,2;0,01;0,29;
16613,5;0,98;0,53;1;0,88;1,22;-0,04;-0,2;0,05;0,32;
16613,75;0,97;0,59;0,86;0,83;1,22;-0,02;-0,28;0,14;0,37;
16614;0,98;0,6;0,76;0,83;1,22;0;-0,28;0,19;0,41;
16614,25;0,96;0,6;0,56;0,83;1,22;0,02;-0,4;0,27;0,46;
16614,5;0,96;0,59;0,46;0,83;1,21;0,05;-0,39;0,3;0,51;
16614,75;1,01;0,56;0,32;0,83;1,22;0,08;-0,52;0,34;0,55;
16615;1,18;0,54;0,22;0,83;1,22;0,08;-0,52;0,35;0,58;
16615,25;1,17;0,51;0,18;0,83;1,21;0,08;-0,63;0,34;0,61;
16615,5;1,18;0,46;0,13;0,83;1,22;0,05;-0,64;0,31;0,61;
16615,75;1,15;0,37;0,13;0,83;1,21;0,03;-0,7;0,25;0,6;
16616;1,16;0,29;0,13;0,83;1,21;0,08;-0,71;0,18;0,57;
16616,25;1,17;0,24;0,32;0,78;1,21;0,2;-0,71;0,08;0,52;
16616,5;1,16;0,29;0,65;0,78;1,22;0,31;-0,72;0;0,46;
16616,75;1,18;0,35;0,96;0,78;1,22;0,33;-0,65;-0,12;0,39;
16617;1,15;0,46;1,44;0,78;1,22;0,31;-0,65;-0,21;0,3;
16617,25;1,17;0,51;1,89;0,78;1,22;0,21;-0,51;-0,33;0,2;
16617,5;1,18;0,34;2,12;1,16;1,22;0,09;-0,51;-0,39;0,11;
16617,75;1,15;-0,03;2,13;1,96;1,21;-0,06;-0,31;-0,5;0,01;
16618;0,95;-0,38;1,97;2,19;1,22;-0,15;-0,32;-0,53;-0,09;
16618,25;0,99;-0,49;1,71;2,25;1,21;-0,2;-0,08;-0,59;-0,17;
16618,5;0,77;-0,45;1,24;2,3;1,21;-0,18;-0,09;-0,58;-0,25;
16618,75;-0,58;-0,26;1,05;2,25;1,21;-0,14;0,14;-0,59;-0,32;
16619;-0,57;0,03;0,9;2,24;1,22;-0,17;0,12;-0,55;-0,36;
16619,25;-0,38;0,42;0,76;2,25;1,22;-0,26;0,31;-0,51;-0,4;
16619,5;-0,4;0,75;0,61;2,08;1,22;-0,36;0,29;-0,44;-0,41;
16619,75;-0,38;0,95;0,51;1,95;1,22;-0,41;0,42;-0,36;-0,43;
16620;-0,39;1;0,31;1,81;1,22;-0,41;0,39;-0,28;-0,41;
16620,25;-0,4;0,93;0,17;1,81;1,22;-0,36;0,44;-0,18;-0,41;
16620,5;-0,4;0,85;0,18;1,71;1,22;-0,27;0,41;-0,09;-0,37;
16620,75;-0,19;0,76;0,18;1,66;1,22;-0,13;0,39;0,01;-0,35;
16621;-0,21;0,7;0,32;1,66;1,22;-0,03;0,37;0,08;-0,3;
16621,25;-0,21;0,74;0,32;1,66;1,22;0,05;0,29;0,17;-0,28;
16621,5;-0,19;0,79;0,32;1,66;1,22;0,07;0,29;0,23;-0,23;
16621,75;-0,21;0,82;0,34;1,66;1,21;0,04;0,19;0,29;-0,21;
16622;-0,19;0,83;0,37;1,66;1,21;0,02;0,2;0,32;-0,17;
16622,25;-0,01;0,82;0,41;1,66;1,21;-0,01;0,11;0,36;-0,15;
16622,5;-0,01;0,83;0,41;1,66;1,22;-0,02;0,14;0,36;-0,13;
16622,75;-0,03;0,79;0,42;1,66;1,22;0,02;0,08;0,36;-0,12;
16623;-0,01;0,79;0,32;1,66;1,22;0,05;0,12;0,34;-0,12;
16623,25;-0,02;0,8;0,32;1,66;1,22;0,07;0,13;0,3;-0,12;
16623,5;0,01;0,8;0,22;1,66;1,21;0,07;0,15;0,26;-0,13;
16623,75;0;0,79;0,32;1,66;1,27;0,07;0,23;0,21;-0,14;
16624;-0,01;0,75;0,37;1,66;1,27;0,05;0,24;0,15;-0,17;
16624,25;0;0,69;0,37;1,66;1,27;0,02;0,38;0,08;-0,19;
16624,5;-0,21;0,65;0,42;1,66;1,26;0,02;0,36;0,02;-0,23;
16624,75;-0,18;0,61;0,46;1,66;1,27;0,04;0,54;-0,05;-0,26;
16625;-0,2;0,61;0,47;1,66;1,26;0,08;0,49;-0,11;-0,31;
16625,25;-0,41;0,61;0,46;1,61;1,26;0,1;0,67;-0,17;-0,35;
16625,5;-0,41;0,66;0,52;1,61;1,27;0,11;0,6;-0,22;-0,41;
16625,75;-0,4;0,74;0,61;1,61;1,27;0,08;0,74;-0,25;-0,44;
16626;-0,4;0,74;0,61;1,61;1,26;0,05;0,68;-0,28;-0,5;
16626,25;-0,39;0,67;0,76;1,61;1,32;0;0,75;-0,28;-0,54;
16626,5;-0,39;0,57;0,75;1,61;1,31;-0,04;0,71;-0,28;-0,59;
16626,75;-0,4;0,49;0,56;1,61;1,37;-0,08;0,7;-0,23;-0,61;
16627;-0,39;0,44;0,52;1,61;1,37;-0,1;0,69;-0,21;-0,64;
16627,25;-0,39;0,44;0,47;1,61;1,36;-0,12;0,6;-0,13;-0,65;
16627,5;0,59;0,5;0,46;1,61;1,36;-0,15;0,65;-0,08;-0,66;
16627,75;-0,57;0,61;0,46;1,61;1,36;-0,19;0,47;0,02;-0,64;
16628;-0,57;0,73;0,51;1,61;1,36;-0,23;0,58;0,08;-0,61;
16628,25;0,59;0,86;0,67;1,61;1,36;-0,22;0,35;0,19;-0,57;
16628,5;-0,57;0,98;0,76;1,61;1,36;-0,2;0,52;0,25;-0,5;
16628,75;0,61;1,08;0,81;1,61;1,36;-0,15;0,25;0,33;-0,43;
16629;-0,57;1,19;0,81;1,61;1,37;-0,09;0,45;0,37;-0,34;
16629,25;0,79;1,25;0,76;1,59;1,36;-0,03;0,18;0,42;-0,25;
16629,5;0,8;1,26;0,66;1,37;1,36;0,03;0,39;0,41;-0,14;
16629,75;0,8;1,16;0,56;1,27;1,37;0,1;0,14;0,4;-0,04;
16630;0,78;1,05;0,42;1,12;1,37;0,16;0,32;0,35;0,07;
16630,25;0,78;0,89;0,32;0,73;1,36;0,21;0,12;0,27;0,17;
16630,5;0,79;0,77;0,18;0,49;1,36;0,27;0,24;0,17;0,25;
16630,75;0,78;0,69;0,08;0,24;1,37;0,31;0,1;0,04;0,33;
16631;0,8;0,65;0,03;0;1,36;0,33;0,13;-0,1;0,38;
16631,25;0,77;0,56;0,03;-0,14;1,36;0,31;0,05;-0,27;0,43;
16631,5;0,79;0,48;0,03;-0,24;1,36;0,3;0;-0,42;0,43;
16631,75;0,78;0,44;0,13;-0,34;1,37;0,28;-0,03;-0,61;0,45;
16632;0,99;0,38;0,38;-0,34;1,36;0,28;-0,17;-0,74;0,42;
16632,25;1,17;0,32;0,77;-0,34;1,37;0,27;-0,16;-0,9;0,4;
16632,5;1,17;0,25;1,08;-0,34;1,36;0,25;-0,35;-0,99;0,34;
16632,75;1,39;0,22;1,77;-0,26;1,36;0,25;-0,32;-1,09;0,3;
16633;1,75;0,13;2,59;0,31;1,37;0,27;-0,53;-1,11;0,23;
16633,25;2,14;0,05;3,29;0,74;1,36;0,32;-0,5;-1,12;0,18;
16633,5;2,35;-0,08;3,49;1,12;1,36;0,36;-0,69;-1,06;0,12;
16633,75;2,34;-0,11;3,05;1,27;1,37;0,36;-0,68;-0,98;0,09;
16634;2,34;-0,12;2,27;1,22;1,37;0,31;-0,83;-0,83;0,07;
16634,25;2,34;-0,18;1,7;1,18;1,36;0,28;-0,84;-0,68;0,06;
16634,5;2,16;-0,32;1,05;1,17;1,36;0,19;-0,93;-0,46;0,08;
16634,75;1,94;-0,52;0,64;1,17;1,37;0,11;-0,96;-0,26;0,11;
16635;1,96;-0,69;0,22;1,08;1,37;-0,01;-0,98;0;0,18;
16635,25;1,76;-0,75;-0,14;0,83;1,36;-0,11;-1,03;0,23;0,24;
16635,5;1,57;-0,69;-0,47;0,49;1,36;-0,17;-0,99;0,48;0,35;
16635,75;1,57;-0,61;-0,81;0,37;1,37;-0,24;-1,04;0,7;0,42;
16636;1,37;-0,45;-0,85;0,25;1,37;-0,31;-0,97;0,91;0,55;
16636,25;1,36;-0,27;-0,9;0,25;1,36;-0,4;-1;1,08;0,63;
16636,5;1,37;-0,04;-0,8;0,25;1,37;-0,45;-0,92;1,22;0,76;
16636,75;1,36;0,22;-0,51;0,25;1,36;-0,42;-0,91;1,32;0,82;
16637;1,35;0,4;-0,41;0,25;1,36;-0,35;-0,85;1,38;0,92;
16637,25;1,37;0,52;-0,36;0,25;1,37;-0,31;-0,79;1,39;0,95;
16637,5;1,35;0,62;-0,41;0,24;1,26;-0,28;-0,77;1,36;0,99;
16637,75;1,34;0,67;-0,36;0,25;1,26;-0,24;-0,64;1,3;0,99;
16638;1,39;0,65;-0,46;0,25;1,26;-0,2;-0,67;1,2;0,97;
16638,25;1,35;0,52;-0,7;0,25;1,27;-0,17;-0,48;1,09;0,93;
16638,5;1,27;0,35;-0,85;0,25;1,27;-0,2;-0,55;0,94;0,86;
16638,75;1,03;0,34;-0,81;0,3;1,26;-0,22;-0,31;0,79;0,77;
16639;0,79;0,4;-0,53;0,45;1,27;-0,2;-0,41;0,63;0,66;
16639,25;0,59;0,45;-0,26;0,73;1,26;-0,18;-0,15;0,48;0,56;
16639,5;0,61;0,55;0,02;0,89;1,27;-0,18;-0,26;0,32;0,42;
16639,75;-0,41;0,74;0,34;1,02;1,27;-0,22;0;0,19;0,31;
16640;-0,42;1;0,81;1,32;1,27;-0,26;-0,11;0,06;0,18;
16640,25;-0,4;1,18;1,1;1,38;1,26;-0,24;0,13;-0,04;0,08;
16640,5;-0,39;1,21;1,34;1,62;1,27;-0,19;0,04;-0,14;-0,04;
16640,75;-0,42;1,21;1,44;1,76;1,27;-0,16;0,22;-0,2;-0,12;
16641;-0,41;1,19;1,63;1,86;1,26;-0,11;0,18;-0,26;-0,2;
16641,25;-0,38;1,19;1,68;1,95;1,27;-0,03;0,29;-0,29;-0,25;
16641,5;-0,41;1,14;1,73;2,05;1,27;0,07;0,28;-0,32;-0,3;
16641,75;-0,21;1,05;1,74;2,1;1,26;0,12;0,32;-0,33;-0,32;
16642;-0,2;0,96;1,73;2,1;1,27;0,09;0,35;-0,35;-0,34;
16642,25;-0,22;0,92;1,73;2,05;1,26;0,08;0,32;-0,35;-0,34;
16642,5;-0,22;0,88;1,73;2,05;1,27;0,07;0,38;-0,37;-0,34;
16642,75;-0,22;0,83;1,73;2,05;1,27;0,09;0,3;-0,37;-0,33;
16643;-0,21;0,77;1,73;2,05;1,26;0,14;0,39;-0,39;-0,31;
16643,25;-0,21;0,83;1,74;2;1,27;0,16;0,27;-0,39;-0,29;
16643,5;-0,24;0,93;1,69;2;1,27;0,18;0,37;-0,41;-0,27;
16643,75;-0,2;0,98;1,63;2;1,26;0,19;0,25;-0,41;-0,27;
16644;-0,19;0,97;1,5;2;1,27;0,18;0,36;-0,44;-0,25;
16644,25;-0,22;0,91;1,44;2;1,26;0,15;0,25;-0,43;-0,25;
16644,5;-0,21;0,73;1,35;2;1,27;0,1;0,35;-0,45;-0,25;
16644,75;-0,21;0,57;1,27;2;1,27;0,1;0,28;-0,43;-0,26;
16645;-0,21;0,43;1,24;2;1,27;0,11;0,36;-0,42;-0,27;
16645,25;-0,19;0,36;1,1;2;1,27;0,1;0,32;-0,38;-0,28;
16645,5;-0,21;0,35;1,05;2;1,26;0,08;0,4;-0,36;-0,3;
16645,75;-0,41;0,37;1;2,01;1,26;0,04;0,39;-0,3;-0,3;
16646;-0,39;0,47;1;2;1,26;-0,04;0,45;-0,25;-0,33;
16646,25;-0,39;0,52;1;2;1,26;-0,11;0,47;-0,18;-0,33;
16646,5;-0,4;0,59;1,01;2;1,27;-0,19;0,52;-0,12;-0,35;
16646,75;-0,39;0,67;0,95;2;1,27;-0,24;0,54;-0,05;-0,35;
16647;-0,39;0,72;0,95;2;1,27;-0,26;0,59;0,02;-0,37;
16647,25;-0,38;0,79;0,9;2;1,27;-0,27;0,6;0,07;-0,36;
16647,5;-0,39;0,85;0,86;2;1,26;-0,26;0,64;0,13;-0,37;
16647,75;-0,39;0,9;0,84;2;1,27;-0,25;0,63;0,16;-0,36;
16648;-0,4;1;0,81;2;1,27;-0,23;0,67;0,19;-0,36;
16648,25;-0,37;1,06;0,81;2;1,26;-0,21;0,64;0,17;-0,36;
16648,5;-0,39;1,13;0,76;2;1,27;-0,19;0,67;0,17;-0,35;
16648,75;-0,21;1,2;0,76;2;1,27;-0,17;0,61;0,12;-0,35;
16649;-0,21;1,24;0,66;2;1,27;-0,16;0,65;0,08;-0,33;
16649,25;-0,22;1,27;0,66;2,01;1,26;-0,16;0,56;0;-0,34;
16649,5;-0,2;1,28;0,66;2;1,26;-0,13;0,6;-0,06;-0,32;
16649,75;-0,22;1,29;0,66;2;1,27;-0,07;0,5;-0,16;-0,32;
16650;-0,38;1,28;0,77;2;1,27;0,05;0,53;-0,23;-0,29;
16650,25;-0,39;1,29;0,95;2;1,27;0,15;0,43;-0,33;-0,3;
16650,5;-0,37;1,34;1,12;2;1,27;0,2;0,45;-0,39;-0,27;
16650,75;-0,38;1,38;1,48;2;1,26;0,23;0,35;-0,46;-0,26;
16651;0,59;1,39;1,89;2;1,26;0,27;0,36;-0,49;-0,23;
16651,25;-0,57;1,27;2,08;2;1,26;0,32;0,26;-0,52;-0,22;
16651,5;-0,58;0,98;2,17;2;1,22;0,35;0,25;-0,51;-0,18;
16651,75;0,77;0,74;2,32;2;1,22;0,38;0,17;-0,48;-0,16;
16652;0,8;0,64;2,3;2;1,22;0,41;0,14;-0,43;-0,12;
16652,25;0,99;0,58;2,12;2;1,22;0,4;0,08;-0,36;-0,09;
16652,5;0,98;0,46;1,98;2;1,22;0,38;0,01;-0,26;-0,05;
16652,75;0,97;0,34;1,83;2;1,22;0,33;-0,03;-0,16;-0,02;
16653;0,98;0,23;1,63;2;1,22;0,22;-0,12;-0,04;0,01;
16653,25;0,97;0,15;1,41;1,91;1,22;0,13;-0,14;0,08;0,04;
16653,5;0,99;0,11;1,14;1,81;1,22;0,09;-0,24;0,2;0,07;
16653,75;0,98;0,18;0,9;1,66;1,22;0,07;-0,24;0,31;0,09;
16654;0,97;0,26;0,76;1,51;1,21;0,02;-0,35;0,41;0,11;
16654,25;0,97;0,29;0,55;1,4;1,21;-0,04;-0,34;0,49;0,13;
16654,5;0,98;0,31;0,34;1,22;1,22;-0,1;-0,44;0,55;0,13;
16654,75;1,17;0,35;0,32;1,17;1,22;-0,14;-0,4;0,58;0,14;
16655;1,18;0,37;0,18;1,18;1,22;-0,17;-0,5;0,59;0,14;
16655,25;1,17;0,37;0,13;1,13;1,22;-0,17;-0,44;0,57;0,14;
16655,5;1,16;0,4;0,12;1,12;1,22;-0,15;-0,52;0,53;0,13;
16655,75;1,16;0,46;0,17;1,13;1,22;-0,15;-0,44;0,46;0,12;
16656;1,16;0,53;0,32;1,13;1,21;-0,14;-0,49;0,38;0,11;
16656,25;1,17;0,56;0,47;1,12;1,22;-0,14;-0,4;0,28;0,1;
16656,5;1,18;0,62;0,62;1,12;1,21;-0,14;-0,43;0,17;0,09;
16656,75;1,15;0,69;0,84;1,12;1,22;-0,14;-0,34;0,07;0,08;
16657;1,18;0,71;0,9;1,13;1,22;-0,14;-0,35;-0,04;0,07;
16657,25;1,17;0,73;1,05;1,13;1,22;-0,11;-0,27;-0,13;0,06;
16657,5;1,17;0,74;1,2;1,22;1,22;-0,09;-0,27;-0,23;0,05;
16657,75;0,96;0,77;1,19;1,22;1,21;-0,07;-0,2;-0,29;0,04;
16658;0,98;0,78;1,2;1,22;1,22;-0,01;-0,2;-0,35;0,03;
16658,25;0,97;0,8;1,05;1,22;1,21;0,05;-0,16;-0,37;0,03;
16658,5;0,79;0,81;1;1,22;1,22;0,04;-0,16;-0,4;0,02;
16658,75;0,8;0,8;0,78;1,22;1,21;0;-0,14;-0,38;0,02;
16659;0,77;0,8;0,66;1,22;1,22;-0,05;-0,16;-0,38;0;
16659,25;0,76;0,76;0,66;1,22;1,22;-0,07;-0,15;-0,33;-0,01;
16659,5;0,88;0,63;0,54;1,22;1,22;-0,11;-0,19;-0,31;-0,02;
16659,75;0,97;0,55;0,51;1,22;1,21;-0,1;-0,2;-0,25;-0,04;
16660;0,98;0,58;0,56;1,22;1,22;-0,09;-0,25;-0,22;-0,06;
16660,25;0,98;0,74;0,61;1,22;1,22;-0,05;-0,26;-0,18;-0,08;
16660,5;0,77;0,87;0,61;1,22;1,21;0;-0,32;-0,16;-0,11;
16660,75;0,79;0,98;0,61;1,22;1,22;0,01;-0,32;-0,13;-0,12;
16661;0,79;1,1;0,58;1,22;1,22;-0,04;-0,37;-0,13;-0,15;
16661,25;0,79;1,11;0,56;1,22;1,22;-0,11;-0,37;-0,13;-0,16;
16661,5;0,77;1,07;0,51;1,22;1,22;-0,12;-0,41;-0,14;-0,19;
16661,75;0,78;0,96;0,51;1,22;1,22;-0,08;-0,4;-0,17;-0,19;
16662;0,81;0,81;0,51;1,22;1,21;-0,04;-0,41;-0,19;-0,2;
16662,25;0,78;0,73;0,56;1,17;1,22;-0,03;-0,39;-0,22;-0,19;
16662,5;0,96;0,76;0,61;1,17;1,22;0;-0,38;-0,24;-0,18;
16662,75;0,79;0,88;0,66;1,17;1,22;0;-0,36;-0,26;-0,15;
16663;0,78;0,95;0,66;1,17;1,21;-0,01;-0,31;-0,25;-0,11;
16663,25;0,79;0,98;0,66;1,17;1,22;-0,04;-0,31;-0,25;-0,06;
16663,5;0,79;1,01;0,66;1,18;1,22;-0,09;-0,24;-0,2;0,01;
16663,75;0,79;1,06;0,66;1,18;1,22;-0,14;-0,24;-0,16;0,08;
16664;0,78;1,1;0,66;1,17;1,21;-0,14;-0,16;-0,08;0,17;
16664,25;0,75;1,12;0,66;1,17;1,22;-0,11;-0,19;0,01;0,25;
16664,5;0,78;1,11;0,66;1,17;1,22;-0,07;-0,1;0,12;0,36;
16664,75;0,79;1,09;0,57;1,17;1,22;0;-0,15;0,24;0,45;
16665;-0,57;1,09;0,46;1,17;1,22;0,11;-0,06;0,37;0,56;
16665,25;-0,4;1,16;0,28;1,17;1,22;0,23;-0,13;0,5;0,64;
16665,5;-0,11;1,19;0,03;1,17;1,22;0,3;-0,05;0,63;0,74;
16665,75;0,38;1,22;-0,22;1,17;1,22;0,33;-0,13;0,75;0,8;
16666;0,56;1,15;-0,41;0,9;1,22;0,34;-0,06;0,84;0,87;
