Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
25502,5;0,78;-2,98;0,46;1,71;1,46;-0,6;0,19;-0,35;-0,25;
25502,75;0,8;-2,87;0,46;1,76;1,47;-0,55;0,06;-0,41;-0,33;
25503;0,98;-2,6;0,47;1,86;1,46;-0,5;0,13;-0,47;-0,43;
25503,25;1,18;-2,14;0,37;1,81;1,46;-0,43;0,03;-0,49;-0,48;
25503,5;1,17;-1,72;0,22;1,81;1,46;-0,36;0,08;-0,51;-0,56;
25503,75;1,18;-1,5;-0,02;1,81;1,46;-0,27;0,03;-0,49;-0,56;
25504;1,15;-1,48;-0,22;1,81;1,46;-0,2;0,04;-0,47;-0,6;
25504,25;1,19;-1,61;-0,31;1,71;1,46;-0,18;0,03;-0,41;-0,56;
25504,5;1,18;-1,78;-0,46;1,56;1,46;-0,09;0,02;-0,37;-0,55;
25504,75;1,16;-1,98;-0,71;1,34;1,46;0,06;0,05;-0,28;-0,48;
25505;1,16;-2,16;-0,8;1,12;1,46;0,21;0,01;-0,23;-0,45;
25505,25;1,16;-2,3;-0,85;0,93;1,46;0,32;0,07;-0,13;-0,35;
25505,5;1,19;-2,37;-0,95;0,78;1,46;0,39;0,01;-0,08;-0,3;
25505,75;1,18;-2,34;-0,95;0,68;1,46;0,38;0,08;0,02;-0,21;
25506;1,17;-2,32;-1,05;0,64;1,46;0,35;0,02;0,05;-0,16;
25506,25;1,16;-2,33;-1,14;0,64;1,46;0,31;0,08;0,11;-0,09;
25506,5;1,18;-2,36;-1,19;0,54;1,46;0,26;0,03;0,12;-0,06;
25506,75;1,18;-2,47;-1,14;0,54;1,46;0,16;0,07;0,15;-0,02;
25507;1,17;-2,64;-1,19;0,54;1,46;0,08;0,03;0,12;-0,02;
25507,25;1,18;-2,76;-1,09;0,54;1,46;0,04;0,04;0,12;-0,02;
25507,5;1,18;-2,84;-1,05;0,54;1,46;0;0,01;0,07;-0,04;
25507,75;1,18;-2,9;-1,04;0,54;1,46;-0,07;0;0,03;-0,06;
25508;1,35;-2,93;-0,93;0,54;1,46;-0,09;-0,01;-0,03;-0,11;
25508,25;1,37;-2,78;-0,95;0,54;1,46;-0,08;-0,06;-0,08;-0,15;
25508,5;1,38;-2,62;-0,95;0,54;1,46;-0,1;-0,04;-0,14;-0,2;
25508,75;1,36;-2,46;-0,95;0,54;1,47;-0,12;-0,11;-0,19;-0,25;
25509;1,38;-2,32;-0,85;0,54;1,46;-0,09;-0,08;-0,23;-0,28;
25509,25;1,37;-2,11;-0,85;0,54;1,46;-0,09;-0,15;-0,27;-0,32;
25509,5;1,35;-2,09;-0,9;0,44;1,46;-0,09;-0,11;-0,28;-0,34;
25509,75;1,36;-2,23;-0,85;0,35;1,46;-0,02;-0,18;-0,29;-0,35;
25510;1,35;-2,33;-0,85;0,3;1,46;0,06;-0,12;-0,26;-0,34;
25510,25;1,34;-2,4;-0,85;0,3;1,46;0,13;-0,17;-0,25;-0,32;
25510,5;1,36;-2,56;-0,75;0,25;1,46;0,18;-0,13;-0,18;-0,28;
25510,75;1,38;-2,63;-0,8;0,25;1,46;0,23;-0,15;-0,14;-0,23;
25511;1,36;-2,66;-0,85;0,25;1,46;0,19;-0,11;-0,04;-0,16;
25511,25;1,37;-2,73;-0,9;0,25;1,47;0,09;-0,11;0,03;-0,1;
25511,5;1,35;-2,81;-1,09;0,2;1,46;0,01;-0,1;0,14;-0,02;
25511,75;1,17;-2,86;-1,24;0,05;1,46;-0,02;-0,06;0,21;0,05;
25512;1,16;-2,85;-1,34;-0,14;1,46;-0,05;-0,08;0,32;0,14;
25512,25;1,18;-2,79;-1,54;-0,34;1,46;-0,01;-0,03;0,39;0,2;
25512,5;1,17;-2,65;-1,63;-0,39;1,46;0,07;-0,08;0,48;0,28;
25512,75;1,16;-2,49;-1,63;-0,48;1,46;0,12;-0,01;0,53;0,33;
25513;1,16;-2,37;-1,63;-0,53;1,46;0,1;-0,08;0,59;0,39;
25513,25;1,18;-2,34;-1,73;-0,53;1,47;0,1;-0,01;0,61;0,42;
25513,5;1;-2,41;-1,73;-0,54;1,46;0,09;-0,1;0,64;0,46;
25513,75;1,16;-2,6;-1,68;-0,53;1,46;0,05;-0,03;0,62;0,47;
25514;1,17;-2,89;-1,63;-0,54;1,46;0,03;-0,13;0,61;0,49;
25514,25;0,99;-3,09;-1,51;-0,53;1,31;0,01;-0,06;0,56;0,47;
25514,5;1,16;-3,12;-1,39;-0,53;1,27;0;-0,15;0,51;0,48;
25514,75;0,99;-3,15;-1,34;-0,53;1,27;-0,01;-0,1;0,44;0,46;
25515;0,99;-3,12;-1,29;-0,48;1,26;0;-0,16;0,37;0,46;
25515,25;0,99;-2,95;-1,19;-0,44;1,27;-0,01;-0,12;0,29;0,43;
25515,5;0,97;-2,73;-1,19;-0,39;1,27;-0,04;-0,16;0,22;0,42;
25515,75;0,99;-2,51;-1,09;-0,38;1,26;-0,05;-0,14;0,14;0,4;
25516;1;-2,37;-0,94;-0,39;1,27;-0,03;-0,14;0,09;0,4;
25516,25;1;-2,3;-0,95;-0,39;1,21;-0,06;-0,13;0,04;0,39;
25516,5;0,98;-2,42;-0,85;-0,38;1,21;-0,11;-0,11;0,02;0,41;
25516,75;0,98;-2,58;-0,8;-0,34;1,21;-0,12;-0,12;0;0,41;
25517;0,98;-2,78;-0,85;-0,24;1,22;-0,1;-0,08;0,02;0,44;
25517,25;0,97;-2,94;-0,9;-0,24;1,21;-0,04;-0,11;0,04;0,46;
25517,5;0,98;-3,04;-0,9;-0,24;1,22;0,01;-0,07;0,1;0,5;
25517,75;0,96;-2,99;-0,96;-0,24;1,21;0,07;-0,11;0,17;0,53;
25518;0,77;-2,79;-1,04;-0,34;1,21;0,07;-0,09;0,26;0,58;
25518,25;0,8;-2,58;-1,09;-0,34;1,21;0,07;-0,12;0,36;0,62;
25518,5;0,8;-2,44;-1,19;-0,33;1,26;0,02;-0,13;0,46;0,67;
25518,75;0,8;-2,39;-1,29;-0,34;1,26;-0,06;-0,16;0,57;0,71;
25519;0,78;-2,39;-1,34;-0,34;1,27;-0,17;-0,2;0,67;0,74;
25519,25;0,8;-2,5;-1,39;-0,34;1,27;-0,23;-0,2;0,77;0,78;
25519,5;0,79;-2,62;-1,38;-0,34;1,27;-0,28;-0,28;0,84;0,79;
25519,75;0,79;-2,78;-1,34;-0,34;1,26;-0,36;-0,25;0,91;0,81;
25520;0,79;-2,85;-1,24;-0,09;1,26;-0,41;-0,35;0,92;0,79;
25520,25;0,78;-2,76;-1,18;0,29;1,26;-0,38;-0,28;0,94;0,79;
25520,5;0,78;-2,53;-0,95;0,64;1,26;-0,26;-0,38;0,9;0,73;
25520,75;0,8;-2,29;-0,9;0,69;1,26;-0,15;-0,28;0,86;0,7;
25521;0,79;-1,95;-0,65;0,73;1,27;-0,1;-0,37;0,75;0,6;
25521,25;0,79;-1,49;-0,51;0,68;1,26;-0,12;-0,25;0,66;0,53;
25521,5;0,79;-1,22;-0,46;0,69;1,26;-0,14;-0,29;0,49;0,39;
25521,75;0,8;-1,25;-0,36;0,68;1,26;-0,16;-0,17;0,36;0,3;
25522;0,79;-1,61;-0,12;0,69;1,26;-0,12;-0,16;0,16;0,14;
25522,25;0,77;-2,05;0,17;0,74;1,27;-0,09;-0,06;0,01;0,03;
25522,5;0,79;-2,33;0,57;1,07;1,27;0;0;-0,19;-0,14;
25522,75;0,79;-2,41;0,95;1,32;1,26;0,12;0,07;-0,35;-0,26;
25523;0,59;-2,42;1,25;1,8;1,27;0,22;0,19;-0,52;-0,42;
25523,25;-0,57;-2,29;1,44;2,14;1,27;0,23;0,2;-0,64;-0,53;
25523,5;-0,57;-2,16;1,78;2,44;1,27;0,14;0,36;-0,76;-0,67;
25523,75;-0,58;-2,03;1,88;2,59;1,26;0,03;0,32;-0,84;-0,75;
25524;-0,58;-1,94;1,88;2,68;1,26;0,01;0,51;-0,89;-0,84;
25524,25;0,59;-1,85;1,83;2,64;1,27;0,03;0,41;-0,9;-0,89;
25524,5;-0,58;-1,88;1,73;2,64;1,27;0,05;0,6;-0,89;-0,93;
25524,75;0,59;-1,95;1,73;2,63;1,26;0,08;0,46;-0,84;-0,94;
25525;-0,37;-2,03;1,83;2,63;1,26;0,11;0,65;-0,76;-0,93;
25525,25;-0,41;-2,14;1,88;2,64;1,27;0,14;0,49;-0,67;-0,9;
25525,5;-0,41;-2,35;1,74;2,54;1,27;0,14;0,65;-0,54;-0,84;
25525,75;-0,39;-2,5;1,54;2,23;1,27;0,17;0,49;-0,42;-0,78;
25526;-0,21;-2,55;1,3;2,05;1,27;0,2;0,61;-0,27;-0,69;
25526,25;0,19;-2,54;1,05;1,95;1,27;0,24;0,48;-0,15;-0,62;
25526,5;0,17;-2,5;0,9;1,71;1,26;0,25;0,55;-0,01;-0,51;
25526,75;0,37;-2,44;0,75;1,56;1,26;0,23;0,46;0,09;-0,44;
25527;0,36;-2,37;0,51;1,42;1,26;0,16;0,49;0,21;-0,34;
25527,25;0,36;-2,36;0,47;1,37;1,27;0,09;0,44;0,28;-0,27;
25527,5;0,19;-2,49;0,42;1,27;1,26;0,06;0,43;0,36;-0,19;
25527,75;-0,01;-2,67;0,37;1,22;1,26;0,03;0,41;0,38;-0,15;
25528;-0,21;-2,78;0,37;1,22;1,26;0,03;0,37;0,42;-0,1;
25528,25;-0,34;-2,82;0,42;1,22;1,26;0,06;0,37;0,41;-0,09;
25528,5;-0,41;-2,81;0,51;1,22;1,27;0,12;0,31;0,41;-0,06;
25528,75;0,59;-2,76;0,61;1,22;1,26;0,14;0,32;0,37;-0,07;
25529;0,61;-2,72;0,75;1,22;1,26;0,1;0,25;0,34;-0,07;
25529,25;0,78;-2,64;0,85;1,22;1,26;0;0,25;0,29;-0,09;
25529,5;0,8;-2,59;0,95;1,22;1,26;-0,08;0,17;0,26;-0,1;
25529,75;0,79;-2,62;0,96;1,22;1,26;-0,15;0,16;0,21;-0,13;
25530;0,99;-2,72;1,01;1,22;1,26;-0,23;0,08;0,17;-0,14;
25530,25;1,17;-2,79;1,1;1,22;1,27;-0,25;0,05;0,14;-0,17;
25530,5;1,3;-2,78;1,32;1,22;1,27;-0,24;-0,02;0,11;-0,17;
25530,75;1,37;-2,67;1,39;1,22;1,27;-0,2;-0,07;0,09;-0,19;
25531;1,55;-2,55;1,44;1,27;1,26;-0,17;-0,12;0,08;-0,17;
25531,25;1,74;-2,36;1,54;1,32;1,27;-0,17;-0,17;0,07;-0,17;
25531,5;1,76;-2,13;1,69;1,42;1,27;-0,21;-0,21;0,07;-0,14;
25531,75;1,76;-2;1,76;1,51;1,27;-0,22;-0,25;0,06;-0,13;
25532;1,76;-2,01;1,88;1,42;1,26;-0,21;-0,28;0,05;-0,09;
25532,25;1,74;-2,05;1,98;1,42;1,26;-0,14;-0,3;0,03;-0,07;
25532,5;1,58;-2,08;2,09;1,52;1,27;-0,07;-0,32;0;-0,02;
25532,75;1,56;-2,1;2,18;1,51;1,26;0,03;-0,31;-0,04;-0,01;
25533;1,56;-2,1;2,27;1,45;1,26;0,16;-0,34;-0,1;0,03;
25533,25;1,55;-2,12;2,37;1,52;1,26;0,26;-0,3;-0,17;0,05;
25533,5;1,37;-2,16;2,56;1,52;1,26;0,29;-0,33;-0,25;0,07;
25533,75;1,35;-2,25;2,73;1,42;1,27;0,32;-0,25;-0,35;0,08;
25534;1,37;-2,34;2,86;1,42;1,27;0,36;-0,3;-0,46;0,09;
25534,25;1,39;-2,44;3,05;1,42;1,26;0,41;-0,2;-0,58;0,08;
25534,5;1,37;-2,6;3,1;1,42;1,26;0,44;-0,26;-0,7;0,07;
25534,75;1,18;-2,79;3,1;1,42;1,27;0,44;-0,16;-0,83;0,07;
25535;1,18;-2,89;3,15;1,42;1,27;0,42;-0,23;-0,95;0,05;
25535,25;1,19;-3,01;3,2;1,42;1,27;0,38;-0,12;-1,07;0,04;
25535,5;1,19;-3,16;3,25;1,42;1,26;0,33;-0,21;-1,17;0,01;
25535,75;1,17;-3,32;3,3;1,42;1,26;0,31;-0,1;-1,25;0,01;
25536;1,17;-3,41;3,29;1,42;1,27;0,28;-0,19;-1,31;-0,01;
25536,25;1,18;-3,44;3,3;1,42;1,26;0,24;-0,1;-1,36;0;
25536,5;1,17;-3,43;3,3;1,42;1,27;0,22;-0,18;-1,36;-0,02;
25536,75;1,18;-3,38;3,25;1,41;1,26;0,19;-0,11;-1,35;0;
25537;1,16;-3,34;3,15;1,42;1,26;0,13;-0,17;-1,31;0;
25537,25;1,19;-3,38;3,15;1,42;1,27;0,06;-0,13;-1,24;0,03;
25537,5;1,17;-3,44;3;1,42;1,26;0;-0,16;-1,15;0,03;
25537,75;1,2;-3,51;2,81;1,42;1,26;-0,07;-0,13;-1,03;0,06;
25538;1,17;-3,57;2,66;1,42;1,27;-0,12;-0,15;-0,9;0,07;
25538,25;1,18;-3,57;2,42;1,42;1,27;-0,12;-0,13;-0,76;0,11;
25538,5;1,18;-3,55;2,27;1,42;1,26;-0,1;-0,12;-0,61;0,12;
25538,75;1,18;-3,5;2,07;1,42;1,26;-0,13;-0,11;-0,45;0,15;
25539;1,19;-3,41;1,68;1,42;1,26;-0,16;-0,08;-0,31;0,16;
25539,25;1,16;-3,24;1,24;1,42;1,26;-0,2;-0,08;-0,15;0,18;
25539,5;1,18;-3,07;0,92;1,42;1,26;-0,22;-0,04;-0,03;0,18;
25539,75;1,16;-3,04;0,53;1,42;1,26;-0,24;-0,04;0,1;0,19;
25540;1,16;-3,04;0,2;1,41;1,27;-0,23;0,01;0,19;0,18;
25540,25;1,17;-3;-0,02;1,32;1,26;-0,24;0;0,29;0,18;
25540,5;1,18;-2,95;-0,12;1,32;1,27;-0,27;0,06;0,34;0,16;
25540,75;1,19;-2,93;-0,26;1,32;1,27;-0,31;0,04;0,4;0,15;
25541;1,19;-2,91;-0,35;1,32;1,27;-0,36;0,1;0,41;0,13;
25541,25;1,19;-2,87;-0,41;1,27;1,26;-0,44;0,09;0,44;0,11;
25541,5;1,19;-2,85;-0,46;1,27;1,26;-0,5;0,15;0,42;0,08;
25541,75;1,16;-2,77;-0,46;1,27;1,26;-0,53;0,13;0,43;0,06;
25542;1,17;-2,59;-0,46;1,27;1,27;-0,55;0,19;0,41;0,04;
25542,25;1,16;-2,31;-0,56;1,27;1,27;-0,55;0,17;0,4;0,02;
25542,5;1,21;-2,01;-0,55;1,27;1,26;-0,53;0,22;0,39;-0,01;
25542,75;1,18;-1,73;-0,46;1,27;1,26;-0,48;0,2;0,39;-0,02;
25543;1,18;-1,53;-0,51;1,27;1,27;-0,47;0,25;0,4;-0,04;
25543,25;1,18;-1,39;-0,5;1,27;1,27;-0,45;0,23;0,42;-0,05;
25543,5;1,17;-1,3;-0,46;1,27;1,27;-0,41;0,27;0,45;-0,06;
25543,75;1,18;-1,27;-0,36;1,32;1,27;-0,35;0,24;0,49;-0,06;
25544;1,19;-1,33;-0,41;1,32;1,26;-0,27;0,28;0,56;-0,06;
25544,25;1,18;-1,41;-0,36;1,32;1,26;-0,18;0,24;0,62;-0,06;
25544,5;1,17;-1,44;-0,36;1,32;1,26;-0,1;0,26;0,7;-0,06;
25544,75;1,16;-1,43;-0,46;1,32;1,26;-0,05;0,22;0,77;-0,05;
25545;1,19;-1,35;-0,56;1,32;1,27;-0,02;0,22;0,86;-0,04;
25545,25;1,17;-1,26;-0,56;1,32;1,27;-0,02;0,17;0,92;-0,04;
25545,5;1,36;-1,21;-0,65;1,32;1,26;-0,06;0,16;0,99;-0,02;
25545,75;1,34;-1,2;-0,56;1,32;1,26;-0,11;0,1;1,02;-0,02;
25546;1,38;-1,23;-0,56;1,32;1,26;-0,13;0,08;1,05;0,01;
25546,25;1,35;-1,25;-0,57;1,27;1,27;-0,1;0,02;1,04;0;
25546,5;1,57;-1,25;-0,5;1,12;1,27;-0,03;-0,02;1,02;0,02;
25546,75;1,7;-1,21;-0,46;1,08;1,26;0,04;-0,08;0,95;0,01;
25547;1,74;-1,16;-0,41;1,08;1,26;0,13;-0,11;0,87;0,02;
25547,25;1,77;-1,09;-0,26;1,08;1,26;0,22;-0,17;0,76;0;
25547,5;1,74;-1,05;-0,12;1,08;1,27;0,27;-0,2;0,63;0,01;
25547,75;1,75;-1,11;0,13;1,07;1,26;0,3;-0,26;0,48;-0,02;
25548;1,75;-1,25;0,33;1,07;1,27;0,35;-0,28;0,31;-0,02;
25548,25;1,77;-1,39;0,37;1,07;1,26;0,43;-0,33;0,15;-0,05;
25548,5;1,76;-1,61;0,47;1,07;1,26;0,51;-0,34;-0,03;-0,06;
25548,75;1,76;-1,86;0,61;1,08;1,26;0,61;-0,38;-0,18;-0,08;
25549;1,74;-2,04;0,81;1,07;1,26;0,69;-0,38;-0,33;-0,09;
25549,25;1,74;-2,15;0,95;0,98;1,26;0,74;-0,41;-0,44;-0,11;
25549,5;1,77;-2,31;1,07;0,98;1,27;0,76;-0,4;-0,54;-0,12;
25549,75;1,75;-2,5;1,1;0,97;1,26;0,76;-0,43;-0,59;-0,11;
25550;1,55;-2,7;1,1;0,98;1,27;0,69;-0,42;-0,61;-0,11;
25550,25;1,56;-2,92;1,05;0,98;1,26;0,57;-0,44;-0,6;-0,08;
25550,5;1,55;-3,14;0,9;0,98;1,26;0,45;-0,43;-0,54;-0,07;
25550,75;1,52;-3,35;0,81;0,93;1,26;0,32;-0,44;-0,47;-0,02;
25551;1,37;-3,54;0,66;0,88;1,26;0,2;-0,43;-0,34;0,01;
25551,25;1,37;-3,68;0,47;0,78;1,26;0,1;-0,42;-0,23;0,08;
25551,5;1,36;-3,69;0,22;0,73;1,27;0,05;-0,43;-0,06;0,12;
25551,75;1,22;-3,57;0,08;0,69;1,26;-0,02;-0,4;0,06;0,2;
25552;1,19;-3,39;-0,07;0,63;1,26;-0,08;-0,41;0,23;0,25;
25552,25;0,97;-3,12;-0,22;0,54;1,27;-0,15;-0,35;0,34;0,32;
25552,5;0,98;-2,92;-0,31;0,54;1,27;-0,23;-0,37;0,48;0,37;
25552,75;0,77;-2,81;-0,36;0,54;1,27;-0,31;-0,29;0,54;0,43;
25553;0,78;-2,84;-0,46;0,54;1,27;-0,37;-0,32;0,62;0,47;
25553,25;0,78;-2,87;-0,46;0,54;1,27;-0,36;-0,21;0,61;0,49;
25553,5;0,79;-2,89;-0,46;0,54;1,26;-0,33;-0,24;0,61;0,51;
25553,75;0,77;-2,9;-0,41;0,53;1,27;-0,26;-0,11;0,53;0,5;
25554;0,79;-2,85;-0,41;0,54;1,27;-0,2;-0,14;0,46;0,48;
25554,25;0,79;-2,75;-0,31;0,54;1,26;-0,14;-0,01;0,32;0,44;
25554,5;0,59;-2,59;-0,21;0,54;1,26;-0,14;-0,03;0,18;0,39;
25554,75;-0,39;-2,48;0,03;0,54;1,26;-0,15;0,1;0,01;0,31;
25555;-0,23;-2,4;0,22;0,54;1,26;-0,15;0,08;-0,16;0,24;
25555,25;-0,22;-2,34;0,42;0,78;1,26;-0,16;0,19;-0,33;0,15;
25555,5;-0,03;-2,33;0,66;1,03;1,27;-0,16;0,18;-0,5;0,06;
25555,75;0,16;-2,38;0,95;1,28;1,27;-0,13;0,25;-0,63;-0,03;
25556;0,19;-2,41;1,25;1,51;1,27;-0,08;0,25;-0,76;-0,12;
25556,25;0,18;-2,42;1,56;1,67;1,27;-0,07;0,29;-0,83;-0,2;
25556,5;0,17;-2,44;1,88;1,81;1,26;-0,09;0,29;-0,91;-0,27;
25556,75;-0,08;-2,43;1,88;1,95;1,26;-0,09;0,29;-0,9;-0,32;
25557;-0,01;-2,37;1,82;1,95;1,26;-0,09;0,3;-0,91;-0,37;
25557,25;-0,02;-2,36;1,49;1,95;1,27;-0,12;0,27;-0,82;-0,39;
25557,5;-0,09;-2,34;1,34;1,95;1,26;-0,15;0,28;-0,77;-0,41;
25557,75;0,15;-2,27;1,2;1,85;1,27;-0,18;0,23;-0,64;-0,39;
25558;0,17;-2,14;1,05;1,85;1,26;-0,2;0,24;-0,54;-0,38;
25558,25;0,17;-2,08;0,85;1,85;1,26;-0,18;0,17;-0,39;-0,34;
25558,5;0,18;-2,05;0,76;1,8;1,26;-0,15;0,19;-0,27;-0,31;
25558,75;0,16;-2,02;0,66;1,7;1,27;-0,1;0,13;-0,13;-0,24;
25559;-0,01;-1,95;0,66;1,66;1,27;-0,02;0,14;-0,03;-0,2;
25559,25;-0,03;-1,88;0,76;1,61;1,26;0,08;0,09;0,07;-0,14;
25559,5;-0,04;-1,84;0,81;1,61;1,26;0,17;0,1;0,14;-0,09;
25559,75;-0,03;-1,87;0,85;1,61;1,26;0,22;0,08;0,19;-0,04;
25560;-0,04;-1,93;0,9;1,61;1,27;0,22;0,08;0,21;0;
25560,25;-0,02;-2,07;0,95;1,61;1,27;0,21;0,09;0,19;0,03;
25560,5;-0,02;-2,27;0,95;1,61;1,26;0,19;0,08;0,16;0,05;
25560,75;0;-2,51;0,95;1,61;1,26;0,14;0,11;0,11;0,05;
25561;0;-2,65;1;1,61;1,27;0,07;0,1;0,04;0,06;
25561,25;-0,22;-2,74;1;1,61;1,27;0,01;0,15;-0,04;0,04;
25561,5;-0,21;-2,72;1;1,61;1,27;-0,02;0,14;-0,12;0,03;
25561,75;-0,41;-2,65;0,95;1,61;1,26;-0,04;0,2;-0,19;-0,01;
25562;-0,39;-2,53;0,95;1,61;1,26;-0,05;0,19;-0,27;-0,03;
25562,25;-0,41;-2,29;0,95;1,61;1,26;-0,07;0,24;-0,31;-0,08;
25562,5;-0,39;-2,05;0,95;1,61;1,27;-0,09;0,25;-0,36;-0,1;
25562,75;-0,4;-1,9;0,95;1,61;1,27;-0,13;0,28;-0,37;-0,15;
25563;-0,4;-1,88;0,91;1,61;1,27;-0,18;0,3;-0,38;-0,17;
