Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
20985;0;1,84;0;0;0;0,97;0;0;0;
20985,25;0;0,93;0;0;0;0,95;0;0;0;
20985,5;0;-0,59;0;0;0;0,97;0;0;0;
20985,75;0;-1,34;0;0;0;0,97;0;0;0;
20986;0;-1,47;0;0;0;1;0;0;0;
20986,25;0;-1,34;0;0;0;1,06;0;0;0;
20986,5;0;-1,07;0;0;0;1,06;0;0;0;
20986,75;0;-1,01;0;0;0;0,66;0;0;0;
20987;0;-1,06;0;0;0;0,04;0;0;0;
20987,25;0;-1,08;0;0;0;-0,25;0;0;0;
20987,5;0;-1,14;0;0;0;-0,33;0;0;0;
20987,75;0;-1,35;0;0;0;-0,35;0;0;0;
20988;0;-1,33;0;0;0;-0,28;0;0;0;
20988,25;0;-1,04;0;0;0;-0,24;0;0;0;
20988,5;0;-0,71;0;0;0;-0,23;0;0;0;
20988,75;0;-0,6;0;0;0;-0,21;0;0;0;
20989;0;-0,48;0;0;0;-0,18;0;0;0;
20989,25;0;-0,29;0;0;0;-0,13;0;0;0;
20989,5;0;-0,24;0;0;0;-0,02;0;0;0;
20989,75;0;-0,31;0;0;0;0,09;0;0;0;
20990;0;-0,39;0;0;0;0,19;0;0;0;
20990,25;0,56;-0,46;0,46;0,93;0,8;0,26;-0,17;-0,38;-0,11;
20990,5;0,35;-0,6;0,61;0,93;0,8;0,39;-0,2;-0,49;-0,14;
20990,75;0,35;-0,95;0,66;0,93;0,8;0,51;-0,16;-0,59;-0,18;
20991;0,38;-1,26;0,66;0,93;0,8;0,51;-0,19;-0,64;-0,19;
20991,25;0,38;-1,31;0,66;0,93;0,8;0,44;-0,17;-0,67;-0,21;
20991,5;0,37;-1,27;0,66;0,93;0,8;0,42;-0,2;-0,64;-0,2;
20991,75;0,36;-1,39;0,76;0,93;0,8;0,44;-0,19;-0,6;-0,2;
20992;0,37;-1,66;0,86;0,93;0,8;0,42;-0,22;-0,51;-0,18;
20992,25;0,4;-1,83;0,81;0,93;0,81;0,29;-0,22;-0,44;-0,16;
20992,5;0,38;-1,77;0,61;0,93;0,8;0,18;-0,23;-0,35;-0,14;
20992,75;0,38;-1,62;0,56;0,93;0,8;0,12;-0,23;-0,29;-0,12;
20993;0,37;-1,64;0,56;0,93;0,8;0,04;-0,21;-0,24;-0,12;
20993,25;0,38;-1,77;0,51;0,93;0,8;-0,12;-0,2;-0,21;-0,11;
20993,5;0,17;-1,85;0,51;0,93;0,8;-0,3;-0,16;-0,2;-0,12;
20993,75;0,35;-1,82;0,41;0,93;0,8;-0,41;-0,16;-0,2;-0,12;
20994;0,38;-1,79;0,37;0,93;0,8;-0,42;-0,11;-0,22;-0,15;
20994,25;0,38;-1,67;0,32;0,93;0,8;-0,39;-0,12;-0,22;-0,16;
20994,5;0,38;-1,39;0,13;0,93;0,8;-0,42;-0,06;-0,25;-0,2;
20994,75;0,38;-1,04;0,08;0,93;0,8;-0,47;-0,09;-0,26;-0,22;
20995;0,36;-0,76;0,03;0,93;0,8;-0,48;-0,03;-0,29;-0,27;
20995,25;0,39;-0,6;0,03;0,93;0,8;-0,45;-0,05;-0,29;-0,29;
20995,5;0,19;-0,52;0,08;0,93;0,8;-0,45;0,02;-0,32;-0,35;
20995,75;0,17;-0,45;0,12;0,93;0,8;-0,44;-0,01;-0,32;-0,37;
20996;0,16;-0,39;0,17;0,98;0,8;-0,38;0,08;-0,35;-0,43;
20996,25;0,17;-0,35;0,13;0,98;0,86;-0,32;0,07;-0,35;-0,45;
20996,5;0,19;-0,4;0,08;0,97;0,85;-0,27;0,18;-0,37;-0,49;
20996,75;0,17;-0,45;-0,02;0,98;0,85;-0,27;0,17;-0,36;-0,5;
20997;0,19;-0,43;-0,12;0,93;0,85;-0,26;0,3;-0,36;-0,52;
20997,25;0,19;-0,35;-0,31;0,93;0,85;-0,19;0,3;-0,32;-0,51;
20997,5;0,01;-0,24;-0,46;0,93;0,85;-0,09;0,44;-0,27;-0,5;
20997,75;-0,01;-0,07;-0,66;0,93;0,85;0,01;0,43;-0,2;-0,47;
20998;0;0,06;-0,76;0,93;0,85;0,09;0,57;-0,11;-0,42;
