Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
12985;0;-1,35;0;0;0;0,07;0;0;0;
12985,25;0;-1,37;0;0;0;0,06;0;0;0;
12985,5;0;-1,26;0;0;0;0,06;0;0;0;
12985,75;0;-0,94;0;0;0;0,06;0;0;0;
12986;0;-1,03;0;0;0;0,05;0;0;0;
12986,25;0;-1,44;0;0;0;-0,05;0;0;0;
12986,5;0;-1,57;0;0;0;-0,18;0;0;0;
12986,75;0;-1,54;0;0;0;-0,23;0;0;0;
12987;0;-1,54;0;0;0;-0,16;0;0;0;
12987,25;0;-1,54;0;0;0;0,06;0;0;0;
12987,5;0;-1,49;0;0;0;0,17;0;0;0;
12987,75;0;-1,19;0;0;0;0,13;0;0;0;
12988;0;-0,82;0;0;0;0,14;0;0;0;
12988,25;0;-0,68;0;0;0;0,21;0;0;0;
12988,5;0;-0,78;0;0;0;0,24;0;0;0;
12988,75;0;-1,1;0;0;0;0,2;0;0;0;
12989;0;-1,53;0;0;0;0,13;0;0;0;
12989,25;0;-1,85;0;0;0;0,19;0;0;0;
12989,5;0;-2;0;0;0;0,26;0;0;0;
12989,75;0;-2,16;0;0;0;0,17;0;0;0;
12990;0;-2,27;0;0;0;0,04;0;0;0;
12990,25;0,38;-2,13;0,81;0,44;1,46;-0,07;-0,06;0,78;1,51;
12990,5;0,57;-1,89;0,81;0,73;1,46;-0,15;-0,11;0,76;1,62;
12990,75;0,57;-1,77;0,9;1,07;1,46;-0,21;-0,13;0,69;1,66;
12991;0,57;-1,59;1;1,17;1,46;-0,24;-0,18;0,58;1,55;
12991,25;0,56;-1,19;1,25;1,37;1,46;-0,27;-0,18;0,41;1,35;
12991,5;0,56;-0,89;1,49;1,71;1,46;-0,31;-0,21;0,21;1;
12991,75;0,55;-0,89;1,78;2,01;1,46;-0,28;-0,2;-0,02;0,6;
12992;0,57;-1,07;1,98;2,19;1,46;-0,23;-0,21;-0,26;0,12;
12992,25;0,56;-1,22;2,22;2,39;1,46;-0,24;-0,19;-0,49;-0,34;
12992,5;0,58;-1,29;2,37;2,64;1,46;-0,24;-0,19;-0,7;-0,79;
12992,75;0,59;-1,35;2,42;2,83;1,46;-0,15;-0,16;-0,88;-1,15;
12993;0,57;-1,33;2,37;2,98;1,46;-0,07;-0,16;-1,01;-1,43;
12993,25;0,57;-1,3;2,42;3,08;1,46;-0,06;-0,12;-1,09;-1,63;
12993,5;0,57;-1,2;2,37;3,17;1,46;-0,09;-0,12;-1,12;-1,71;
12993,75;0,58;-1,04;2,37;3,32;1,46;-0,09;-0,09;-1,12;-1,76;
12994;0,59;-0,87;2,37;3,31;1,46;-0,08;-0,08;-1,07;-1,69;
12994,25;0,57;-0,74;2,13;3,27;1,46;-0,06;-0,05;-1,01;-1,65;
12994,5;0,57;-0,69;2,12;3,27;1,46;-0,05;-0,04;-0,9;-1,49;
12994,75;0,37;-0,71;2,12;3,18;1,45;-0,01;-0,01;-0,82;-1,43;
12995;0,38;-0,8;2,08;3,17;1,46;0,05;-0,01;-0,68;-1,23;
12995,25;0,37;-0,95;2,08;3,17;1,46;0,06;0,02;-0,6;-1,16;
12995,5;0,36;-1,07;1,93;3,12;1,46;0,05;0,02;-0,46;-0,93;
12995,75;0,34;-1,15;1,68;2,88;1,46;0,01;0,03;-0,38;-0,85;
12996;0,38;-1,19;1,49;2,69;1,46;-0,01;0,03;-0,25;-0,61;
12996,25;0,37;-1,28;1,45;2,63;1,46;-0,02;0,03;-0,2;-0,54;
12996,5;0,37;-1,34;1,35;2,59;1,46;-0,02;0,03;-0,1;-0,32;
12996,75;0,36;-1,22;1,2;2,54;1,46;-0,03;0,02;-0,08;-0,27;
12997;0,36;-1,01;1,2;2,49;1,46;-0,02;0,02;-0,03;-0,12;
12997,25;0,37;-0,77;1,2;2,49;1,46;0,01;0,01;-0,03;-0,1;
12997,5;0,39;-0,64;1,2;2,49;1,46;0;0;-0,03;-0,05;
12997,75;0,37;-0,64;1,35;2,49;1,46;-0,14;-0,01;-0,05;-0,07;
12998;0,35;-0,74;1,39;2,49;1,46;-0,28;0;-0,1;-0,1;
12998,25;0,18;-0,87;1,49;2,49;1,46;-0,31;-0,02;-0,11;-0,15;
12998,5;0,18;-1,02;1,74;2,64;1,46;-0,25;0;-0,17;-0,23;
12998,75;0,38;-1,18;1,78;2,98;1,46;-0,14;-0,02;-0,17;-0,26;
12999;0,38;-1,19;1,84;3,02;1,46;-0,06;0,01;-0,22;-0,35;
12999,25;0,38;-0,86;1,93;3,08;1,46;-0,03;-0,01;-0,17;-0,35;
12999,5;0,38;-0,5;2,08;3,08;1,46;-0,05;0,02;-0,2;-0,43;
12999,75;0,35;-0,3;1,88;3,02;1,46;-0,08;0;-0,12;-0,38;
13000;0,38;-0,25;1,8;3,03;1,46;-0,12;0,03;-0,11;-0,42;
13000,25;0,37;-0,34;1,73;2,98;1,46;-0,17;0,01;0;-0,34;
13000,5;0,18;-0,47;1,61;2,98;1,46;-0,17;0,04;0,04;-0,35;
13000,75;0,18;-0,56;1,49;2,98;1,46;-0,03;0,01;0,17;-0,24;
13001;0,21;-0,58;1,49;2,98;1,46;0,08;0,04;0,22;-0,22;
13001,25;0,2;-0,61;1,39;2,97;1,46;0,11;0;0,34;-0,1;
13001,5;0,19;-0,65;1,29;2,98;1,46;0,09;0,02;0,4;-0,05;
13001,75;0,17;-0,67;1,29;2,98;1,46;0,05;-0,03;0,49;0,06;
13002;0,19;-0,7;1,29;2,98;1,46;0,03;-0,01;0,54;0,12;
13002,25;0,37;-0,77;1,35;2,98;1,46;0,03;-0,07;0,59;0,2;
13002,5;0,38;-0,74;1,44;2,98;1,46;0,04;-0,07;0,62;0,26;
13002,75;0,38;-0,62;1,44;2,98;1,46;0,07;-0,13;0,62;0,32;
13003;0,38;-0,51;1,44;2,98;1,46;0,08;-0,13;0,62;0,36;
13003,25;0,37;-0,5;1,64;2,98;1,45;0,07;-0,19;0,58;0,38;
13003,5;0,37;-0,56;1,64;2,98;1,46;0,05;-0,2;0,55;0,4;
13003,75;0,39;-0,65;1,64;2,98;1,46;0,01;-0,24;0,48;0,4;
13004;0,38;-0,7;1,69;2,98;1,46;0,01;-0,25;0,43;0,38;
13004,25;0,38;-0,81;1,74;2,98;1,46;0,05;-0,28;0,35;0,37;
13004,5;0,37;-0,88;1,78;2,98;1,46;0,09;-0,29;0,29;0,33;
13004,75;0,39;-0,88;1,83;2,98;1,46;0,09;-0,29;0,22;0,32;
13005;0,39;-0,84;1,93;2,98;1,46;0,08;-0,29;0,16;0,27;
13005,25;0,36;-0,8;2,08;2,97;1,46;0,06;-0,26;0,11;0,27;
13005,5;0,39;-0,78;2,13;2,98;1,46;0,05;-0,26;0,07;0,21;
13005,75;0,36;-0,78;2,12;2,98;1,46;0,03;-0,21;0,05;0,23;
13006;0,36;-0,78;2,13;2,98;1,46;0,01;-0,2;0,02;0,18;
13006,25;0,19;-0,78;2,18;2,98;1,46;-0,01;-0,13;0,03;0,21;
13006,5;0,19;-0,81;2,17;2,98;1,46;-0,02;-0,11;0,01;0,17;
13006,75;0,19;-0,84;2,12;2,98;1,46;-0,01;-0,03;0,03;0,2;
13007;0,21;-0,85;2,13;2,98;1,46;0,04;-0,01;0,03;0,17;
13007,25;-0,2;-0,9;1,98;2,98;1,31;0,12;0,07;0,05;0,2;
13007,5;-0,2;-0,9;1,93;2,98;1,31;0,18;0,09;0,05;0,18;
13007,75;-0,2;-0,85;2,08;2,98;1,31;0,2;0,17;0,06;0,2;
13008;-0,22;-0,78;2,12;2,97;1,31;0,19;0,18;0,06;0,19;
13008,25;-0,38;-0,77;2,08;2,98;1,26;0,16;0,25;0,05;0,18;
13008,5;-0,39;-0,9;2,13;2,98;1,26;0,14;0,25;0,04;0,18;
13008,75;-0,38;-1,13;2,13;2,98;1,26;0,11;0,3;0;0,14;
13009;-0,39;-1,31;2,12;2,98;1,26;0,11;0,29;-0,01;0,15;
13009,25;-0,38;-1,38;2,13;2,98;1,26;0,13;0,33;-0,07;0,09;
13009,5;-0,39;-1,38;2,12;2,98;1,26;0,18;0,3;-0,09;0,1;
13009,75;-0,38;-1,31;2,13;2,98;1,26;0,22;0,33;-0,15;0,03;
13010;-0,38;-1,27;2,13;2,98;1,26;0,21;0,3;-0,17;0,04;
13010,25;-0,4;-1,22;2,13;2,98;1,26;0,14;0,31;-0,23;-0,02;
13010,5;-0,4;-1,24;2,12;2,98;1,26;0,08;0,28;-0,23;0;
13010,75;-0,4;-1,26;2,17;2,98;1,26;0,04;0,29;-0,27;-0,05;
13011;-0,39;-1,31;2,28;2,97;1,26;0;0,26;-0,26;-0,03;
13011,25;-0,39;-1,42;2,27;2,98;1,26;-0,02;0,28;-0,27;-0,06;
13011,5;-0,19;-1,53;2,27;2,98;1,21;-0,03;0,26;-0,24;-0,02;
13011,75;-0,19;-1,56;2,23;2,97;1,21;0;0,28;-0,22;-0,03;
13012;-0,19;-1,55;2,22;2,98;1,16;0,04;0,27;-0,18;0,01;
13012,25;-0,18;-1,49;2,17;2,98;1,16;0,08;0,29;-0,14;0,03;
13012,5;-0,21;-1,36;2,08;2,98;1,16;0,08;0,3;-0,1;0,07;
13012,75;-0,19;-1,26;1,93;2,98;1,17;0,05;0,33;-0,04;0,11;
13013;-0,19;-1,19;1,88;2,93;1,17;0,01;0,35;-0,01;0,15;
13013,25;-0,2;-1,22;1,88;2,83;1,16;-0,02;0,38;0,04;0,19;
13013,5;-0,19;-1,35;1,78;2,83;1,16;-0,04;0,41;0,05;0,22;
13013,75;-0,22;-1,49;1,74;2,83;1,16;-0,05;0,42;0,09;0,25;
13014;-0,19;-1,54;1,78;2,83;1,16;-0,03;0,46;0,08;0,28;
13014,25;-0,21;-1,57;1,78;2,83;1,16;0;0,46;0,09;0,29;
13014,5;-0,2;-1,55;1,79;2,83;1,16;0,04;0,48;0,05;0,31;
13014,75;0;-1,51;1,83;2,83;1,16;0,1;0,46;0,03;0,29;
13015;-0,03;-1,44;1,88;2,83;1,17;0,11;0,47;-0,03;0,3;
13015,25;-0,02;-1,35;1,88;2,83;1,16;0,06;0,42;-0,07;0,26;
13015,5;0,18;-1,26;1,98;2,83;1,16;-0,05;0,4;-0,13;0,25;
13015,75;0,17;-1,25;2,08;2,83;1,17;-0,23;0,32;-0,19;0,19;
13016;0,18;-1,32;2,17;2,83;1,16;-0,34;0,28;-0,24;0,18;
13016,25;0,38;-1,51;2,17;2,98;1,16;-0,37;0,18;-0,29;0,11;
