Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
17998,75;0,38;-2,86;-0,11;-0,34;0,96;0,3;-0,01;0,11;0,81;
17999;0,37;-2,98;0,13;-0,34;0,97;0,26;0,01;-0,04;0,8;
17999,25;0,38;-3,16;0,33;-0,19;0,96;0,23;0,01;-0,23;0,78;
17999,5;0,37;-3,34;0,57;-0,04;0,96;0,25;0,04;-0,41;0,74;
17999,75;0,39;-3,38;0,86;0,05;0,97;0,31;0,05;-0,59;0,69;
18000;0,37;-3,34;1,08;0,25;0,96;0,44;0,08;-0,79;0,61;
18000,25;0,38;-3,28;1,46;0,29;0,97;0,58;0,09;-0,96;0,54;
18000,5;0,4;-3,26;1,92;0,45;0,97;0,62;0,13;-1,14;0,41;
18000,75;0,39;-3,28;2,52;0,54;0,96;0,43;0,14;-1,26;0,32;
18001;0,35;-3,4;2,96;0,74;0,96;0,15;0,18;-1,41;0,16;
18001,25;0,2;-3,67;2,96;0,84;0,97;-0,08;0,2;-1,47;0,08;
18001,5;0,01;-4,1;2,79;1,08;0,96;-0,24;0,22;-1,57;-0,09;
18001,75;0,02;-4,59;2,29;1,36;0,97;-0,34;0,24;-1,55;-0,18;
18002;-0,01;-4,83;1,88;1,42;0,96;-0,43;0,26;-1,6;-0,34;
18002,25;-0,22;-4,47;1,55;1,51;0,96;-0,48;0,27;-1,53;-0,41;
18002,5;-0,19;-3,78;1,35;1,56;0,97;-0,53;0,27;-1,53;-0,55;
18002,75;-0,18;-3,13;1,11;1,67;0,96;-0,61;0,26;-1,42;-0,62;
18003;-0,19;-2,62;1,01;1,72;0,96;-0,73;0,26;-1,37;-0,72;
18003,25;-0,01;-2,25;0,81;1,71;0,97;-0,86;0,23;-1,25;-0,76;
18003,5;-0,01;-1,98;0,67;1,71;0,96;-0,9;0,22;-1,16;-0,8;
18003,75;0,19;-1,86;0,58;1,71;0,96;-0,73;0,18;-1,04;-0,83;
18004;0,2;-1,82;0,66;1,71;0,96;-0,47;0,15;-0,92;-0,81;
18004,25;0,2;-1,85;0,61;1,66;0,97;-0,24;0,11;-0,81;-0,81;
18004,5;0,39;-1,9;0,52;1,61;0,96;-0,07;0,08;-0,66;-0,75;
18004,75;0,39;-2,03;0,46;1,56;0,97;0,04;0,02;-0,58;-0,73;
18005;0,39;-2,14;0,19;1,56;1,01;0,12;0;-0,41;-0,62;
18005,25;0,38;-2,26;-0,12;1,56;1,01;0,18;-0,05;-0,34;-0,6;
18005,5;0,39;-2,35;-0,45;1,56;1,01;0,22;-0,08;-0,17;-0,47;
18005,75;0,58;-2,41;-0,55;1,37;1,06;0,22;-0,11;-0,1;-0,44;
18006;0,58;-2,41;-0,79;1,27;1,06;0,22;-0,13;0,08;-0,3;
18006,25;0,57;-2,37;-0,84;1,17;1,06;0,17;-0,15;0,15;-0,27;
18006,5;0,59;-2,33;-0,94;1,12;1,07;0,13;-0,16;0,34;-0,14;
18006,75;0,58;-2,39;-1,09;1,08;1,11;0,06;-0,16;0,42;-0,11;
18007;0,57;-2,48;-1,14;0,98;1,11;-0,03;-0,16;0,62;0,01;
18007,25;0,57;-2,52;-1,28;0,83;1,11;-0,13;-0,14;0,72;0,02;
18007,5;0,58;-2,55;-1,38;0,83;1,11;-0,21;-0,14;0,9;0,12;
18007,75;0,59;-2,55;-1,62;0,83;1,11;-0,19;-0,1;1,02;0,12;
18008;0,57;-2,52;-1,82;0,83;1,26;-0,13;-0,1;1,18;0,19;
18008,25;0,56;-2,45;-2,16;0,83;1,31;-0,11;-0,06;1,3;0,19;
18008,5;0,56;-2,28;-2,21;0,83;1,31;-0,12;-0,06;1,41;0,23;
18008,75;0,39;-2,01;-2,26;0,83;1,31;-0,09;-0,02;1,5;0,22;
18009;0,37;-1,78;-2,16;0,83;1,31;-0,06;-0,03;1,56;0,22;
18009,25;0,38;-1,8;-1,82;0,83;1,31;-0,06;0,01;1,61;0,21;
18009,5;0,39;-1,94;-1,62;0,83;1,31;-0,07;-0,02;1,59;0,18;
18009,75;0,39;-2,07;-1,29;0,98;1,31;-0,06;0,01;1,58;0,15;
18010;0,57;-2,13;-0,95;1,19;1,31;-0,02;-0,02;1,49;0,1;
18010,25;0,57;-2,26;-0,65;1,42;1,31;0,06;-0,01;1,41;0,06;
18010,5;0,58;-2,38;-0,26;1,66;1,31;0,1;-0,05;1,26;-0,01;
18010,75;0,57;-2,37;-0,06;1,85;1,3;0,03;-0,05;1,12;-0,06;
18011;0,57;-2,31;0,03;2;1,31;-0,07;-0,09;0,92;-0,15;
18011,25;0,58;-2,27;0,18;2,2;1,3;-0,16;-0,1;0,74;-0,2;
18011,5;0,57;-2,22;0,37;2,29;1,31;-0,2;-0,13;0,53;-0,29;
18011,75;0,58;-2,19;0,53;2,3;1,31;-0,25;-0,15;0,34;-0,34;
18012;0,56;-2,08;0,84;2,3;1,31;-0,25;-0,16;0,15;-0,43;
18012,25;0,58;-1,91;1,1;2,3;1,31;-0,17;-0,18;-0,03;-0,47;
18012,5;0,57;-1,72;1,39;2,29;1,31;-0,05;-0,18;-0,17;-0,54;
18012,75;0,56;-1,59;1,59;2,2;1,31;0,07;-0,19;-0,3;-0,57;
18013;0,58;-1,51;1,8;2,2;1,31;0,16;-0,17;-0,37;-0,61;
18013,25;0,58;-1,51;2,13;2,2;1,26;0,23;-0,18;-0,44;-0,6;
18013,5;0,57;-1,63;2,18;2,2;1,26;0,3;-0,15;-0,44;-0,6;
18013,75;0,57;-1,86;2,22;2,15;1,26;0,36;-0,15;-0,44;-0,56;
18014;0,38;-2,17;2,27;2,15;1,21;0,41;-0,1;-0,37;-0,52;
18014,25;0,39;-2,48;2,27;2,15;1,21;0,48;-0,1;-0,33;-0,44;
18014,5;0,37;-2,69;2,18;2,15;1,21;0,61;-0,05;-0,22;-0,35;
18014,75;0,38;-2,87;2,08;2,15;1,21;0,74;-0,04;-0,14;-0,24;
18015;0,39;-2,99;1,88;2,15;1,21;0,85;0;-0,02;-0,12;
18015,25;0,38;-2,99;1,83;2,1;1,21;0,91;0,01;0,07;0,01;
18015,5;0,18;-2,95;1,74;1,71;1,21;0,91;0,04;0,15;0,15;
18015,75;0,19;-3,03;1,54;1,5;1,21;0,85;0,05;0,22;0,3;
18016;0,17;-3,33;1,54;1,27;1,21;0,8;0,07;0,25;0,44;
18016,25;0,2;-3,75;1,49;0,93;1,21;0,77;0,07;0,27;0,59;
18016,5;0,17;-4,19;1,44;0,73;1,21;0,73;0,08;0,23;0,71;
18016,75;0,19;-4,58;1,4;0,64;1,21;0,71;0,07;0,2;0,83;
18017;0,19;-4,89;1,34;0,44;1,21;0,7;0,08;0,09;0,91;
18017,25;0,19;-5,03;1,34;0,39;1,21;0,71;0,07;0,02;0,99;
18017,5;0,2;-5,1;1,34;0,39;1,21;0,67;0,06;-0,14;1,02;
18017,75;0,19;-5,17;1,35;0,39;1,21;0,56;0,05;-0,25;1,04;
18018;0,2;-5,19;1,54;0,39;1,21;0,43;0,05;-0,43;1,02;
18018,25;0,18;-5,14;1,8;0,4;1,21;0,39;0,03;-0,54;0,98;
18018,5;0,2;-5,06;2,23;0,39;1,21;0,44;0,03;-0,72;0,89;
18018,75;0,19;-5,17;2,79;0,73;1,21;0,43;0,01;-0,8;0,8;
18019;0,2;-5,35;3,52;1,23;1,21;0,26;0,02;-0,94;0,66;
18019,25;0,19;-5,43;3,74;1,51;1,21;0,01;0;-0,98;0,51;
18019,5;0,19;-5,49;3,74;1,76;1,21;-0,23;0;-1,05;0,34;
18019,75;0,17;-5,76;3,31;2;1,21;-0,42;-0,01;-1,05;0,17;
18020;0,18;-6,22;3,05;2,25;1,22;-0,56;-0,01;-1,06;-0,02;
18020,25;0,18;-6,32;2,72;2,49;1,21;-0,73;-0,02;-1;-0,21;
18020,5;0,22;-5,88;2,56;2,73;1,21;-0,88;-0,02;-0,95;-0,39;
18020,75;0,37;-5,2;2,3;3,08;1,21;-0,95;-0,03;-0,88;-0,56;
18021;0,38;-4,49;2,23;3,27;1,21;-0,99;-0,03;-0,79;-0,71;
18021,25;0,37;-3,89;2,13;3,42;1,21;-1,11;-0,04;-0,71;-0,86;
18021,5;0,38;-3,38;1,98;3,42;1,21;-1,3;-0,05;-0,61;-0,96;
18021,75;0,38;-2,99;1,83;3,42;1,21;-1,3;-0,06;-0,55;-1,07;
18022;0,39;-2,71;1,69;3,42;1,21;-1,08;-0,08;-0,48;-1,11;
18022,25;0,37;-2,58;1,64;3,42;1,21;-0,8;-0,07;-0,45;-1,16;
18022,5;0,39;-2,51;1,54;3,42;1,21;-0,53;-0,1;-0,42;-1,15;
18022,75;0,38;-2,43;1,54;3,32;1,21;-0,27;-0,09;-0,43;-1,14;
18023;0,4;-2,33;1,49;3,32;1,21;-0,05;-0,12;-0,45;-1,07;
18023,25;0,38;-2,43;1,4;3,32;1,21;0,12;-0,1;-0,5;-1;
18023,5;0,38;-2,63;1,35;3,32;1,21;0,25;-0,12;-0,54;-0,89;
18023,75;0,38;-2,8;1,35;3,12;1,21;0,32;-0,1;-0,61;-0,77;
18024;0,19;-2,91;1,4;2,73;1,21;0,37;-0,12;-0,67;-0,62;
18024,25;0,28;-3,08;1,45;2,49;1,21;0,42;-0,08;-0,72;-0,48;
18024,5;0,39;-3,23;1,49;2,2;1,21;0,51;-0,09;-0,76;-0,3;
18024,75;0,39;-3,36;1,64;1,98;1,21;0,52;-0,06;-0,76;-0,14;
18025;0,4;-3,47;1,74;1,76;1,21;0,47;-0,06;-0,76;0,04;
18025,25;0,2;-3,54;1,79;1,51;1,21;0,42;-0,02;-0,7;0,22;
18025,5;0,19;-3,61;1,74;1,18;1,21;0,37;-0,01;-0,64;0,39;
18025,75;0,38;-3,7;1,69;1,07;1,21;0,29;0,02;-0,51;0,55;
18026;0,2;-3,87;1,45;0,93;1,21;0,2;0,04;-0,38;0,7;
18026,25;0,19;-4;1,25;0,84;1,21;0,12;0,06;-0,21;0,85;
18026,5;0,19;-4,05;1,01;0,83;1,21;0,06;0,09;-0,03;0,96;
18026,75;0,18;-4,05;0,52;0,83;1,21;0,02;0,09;0,18;1,08;
18027;0,19;-4,02;0,23;0,83;1,21;-0,07;0,13;0,38;1,15;
18027,25;0,19;-3,95;0,03;0,83;1,21;-0,16;0,13;0,57;1,22;
18027,5;0,18;-3,84;-0,21;0,83;1,21;-0,26;0,18;0,75;1,24;
18027,75;0,18;-3,72;-0,46;0,83;1,21;-0,33;0,16;0,89;1,27;
18028;0,16;-3,66;-0,65;0,83;1,21;-0,39;0,21;1,03;1,24;
18028,25;0,2;-3,59;-0,65;0,83;1,21;-0,47;0,19;1,08;1,21;
18028,5;0,2;-3,4;-0,75;0,83;1,21;-0,55;0,25;1,14;1,14;
18028,75;0,18;-3,22;-0,85;0,83;1,21;-0,58;0,23;1,1;1,06;
18029;0,2;-3,1;-0,84;0,83;1,21;-0,58;0,28;1,08;0,94;
18029,25;0,2;-3;-0,75;1,13;1,21;-0,52;0,27;0,95;0,82;
18029,5;0,18;-2,87;-0,56;1,42;1,21;-0,48;0,31;0,86;0,68;
18029,75;0,2;-2,64;-0,36;1,66;1,21;-0,41;0,31;0,67;0,52;
18030;0,2;-2,38;-0,06;1,86;1,21;-0,3;0,34;0,53;0,38;
18030,25;0,21;-2,2;0,38;2,2;1,21;-0,21;0,35;0,32;0,2;
18030,5;0,2;-2,11;0,67;2,54;1,21;-0,17;0,37;0,18;0,06;
18030,75;0,18;-2,16;0,91;2,78;1,21;-0,17;0,38;-0,01;-0,11;
18031;0,18;-2,23;1,1;3,07;1,21;-0,19;0,38;-0,12;-0,23;
18031,25;0,19;-2,36;1,35;3,38;1,11;-0,22;0,39;-0,24;-0,37;
18031,5;0,19;-2,5;1,44;3,56;1,01;-0,2;0,37;-0,28;-0,46;
18031,75;0,39;-2,6;1,45;3,57;1,02;-0,16;0,38;-0,31;-0,57;
18032;0,39;-2,58;1,44;3,51;0,91;-0,12;0,33;-0,28;-0,62;
18032,25;0,37;-2,49;1,4;3,56;0,87;-0,12;0,33;-0,21;-0,68;
18032,5;0,36;-2,28;1,35;3,51;0,87;-0,14;0,27;-0,11;-0,7;
18032,75;0,59;-1,99;1,25;3,52;0,87;-0,23;0,26;0,03;-0,72;
18033;0,57;-1,78;0,99;3,46;0,87;-0,36;0,18;0,19;-0,71;
18033,25;0,58;-1,72;0,67;3,47;0,87;-0,51;0,16;0,37;-0,69;
18033,5;0,75;-1,76;0,47;3,47;0,87;-0,62;0,07;0,53;-0,67;
18033,75;0,96;-1,8;0,22;3,47;0,86;-0,65;0,04;0,71;-0,63;
18034;0,96;-1,8;-0,02;3,47;0,87;-0,59;-0,04;0,85;-0,61;
18034,25;1,15;-1,67;-0,06;3,37;0,86;-0,47;-0,09;0,98;-0,57;
18034,5;1,14;-1,42;-0,21;3,27;0,87;-0,34;-0,15;1,06;-0,57;
18034,75;1,36;-1,08;-0,26;2,96;0,87;-0,23;-0,2;1,11;-0,53;
18035;1,33;-0,71;-0,36;2,74;0,86;-0,14;-0,25;1,1;-0,55;
18035,25;1,32;-0,53;-0,36;2,64;0,87;-0,04;-0,29;1,06;-0,54;
18035,5;1,34;-0,5;-0,36;2,54;0,87;0,04;-0,32;0,98;-0,57;
18035,75;1,35;-0,59;-0,21;2,49;0,86;0,15;-0,36;0,86;-0,58;
18036;1,34;-0,75;0,02;2,5;0,87;0,28;-0,38;0,71;-0,63;
18036,25;1,35;-1,02;0,32;2,49;0,87;0,46;-0,4;0,54;-0,65;
18036,5;1,35;-1,35;0,76;2,49;0,92;0,67;-0,4;0,36;-0,69;
18036,75;1,34;-1,67;1,13;2,49;0,92;0,79;-0,41;0,18;-0,71;
18037;1,35;-1,91;1,69;2,54;0,91;0,8;-0,41;0;-0,74;
18037,25;1,15;-2,1;1,98;2,58;0,91;0,74;-0,4;-0,15;-0,75;
18037,5;1,15;-2,26;2,13;2,64;0,92;0,62;-0,4;-0,28;-0,74;
18037,75;1,15;-2,46;2,13;2,64;0,91;0,44;-0,37;-0,38;-0,73;
18038;1,14;-2,72;2,08;2,64;0,91;0,26;-0,38;-0,45;-0,67;
18038,25;1,17;-2,89;1,99;2,64;0,92;0,11;-0,32;-0,47;-0,63;
18038,5;1,13;-2,92;1,83;2,64;0,92;0,04;-0,34;-0,48;-0,54;
18038,75;1,14;-2,81;1,79;2,64;0,92;0,05;-0,27;-0,42;-0,47;
18039;1,14;-2,6;1,65;2,54;0,91;0,11;-0,3;-0,38;-0,35;
18039,25;1,16;-2,35;1,45;2,22;0,91;0,18;-0,22;-0,27;-0,25;
18039,5;0,95;-2,11;1,31;1,82;0,92;0,21;-0,24;-0,21;-0,13;
18039,75;0,97;-1,99;1,1;1,65;0,92;0,23;-0,16;-0,07;-0,02;
18040;0,99;-2,04;1,06;1,42;0,92;0,26;-0,17;-0,01;0,09;
18040,25;0,95;-2,24;1,05;1,27;0,92;0,31;-0,11;0,1;0,2;
18040,5;0,98;-2,58;1,05;1,27;0,92;0,36;-0,1;0,13;0,27;
18040,75;0,98;-3;1,05;1,27;0,91;0,4;-0,05;0,2;0,35;
18041;0,96;-3,35;1,3;1,27;0,92;0,44;-0,02;0,17;0,38;
18041,25;0,96;-3,59;1,44;1,27;0,92;0,44;0;0,17;0,43;
18041,5;0,97;-3,7;1,64;1,27;0,92;0,39;0,06;0,09;0,41;
18041,75;0,97;-3,74;1,93;1,27;0,92;0,3;0,04;0,03;0,42;
18042;0,96;-3,67;2,17;1,52;0,92;0,17;0,13;-0,09;0,36;
18042,25;0,97;-3,56;2,13;1,75;0,91;0;0,07;-0,2;0,35;
18042,5;0,96;-3,43;2,18;2;0,91;-0,13;0,17;-0,34;0,27;
18042,75;0,97;-3,31;2,32;2,1;0,92;-0,21;0,07;-0,48;0,23;
18043;0,76;-3,2;2,42;2,25;0,92;-0,22;0,18;-0,59;0,15;
18043,25;0,75;-3,15;2,57;2,29;0,92;-0,19;0,06;-0,72;0,12;
18043,5;0,73;-3,08;2,57;2,4;0,91;-0,11;0,16;-0,79;0,06;
18043,75;0,77;-3;2,57;2,44;0,91;-0,03;0,02;-0,88;0,04;
18044;0,76;-2,96;2,52;2,39;0,91;0,04;0,12;-0,88;0,03;
18044,25;0,96;-2,96;2,42;2,3;0,92;0,07;-0,03;-0,9;0,04;
18044,5;0,95;-3,04;2,37;2,25;0,92;0,08;0,04;-0,82;0,09;
18044,75;0,96;-3,17;2,32;2,2;0,92;0,04;-0,09;-0,78;0,13;
18045;1,13;-3,33;2,32;2,2;1,06;0,01;-0,05;-0,64;0,22;
18045,25;1,15;-3,47;2,32;2,36;1,06;0;-0,14;-0,53;0,29;
18045,5;1,22;-3,54;2,21;2,3;1,06;0;-0,13;-0,34;0,42;
18045,75;1,34;-3,53;2,08;2,25;1,06;0,01;-0,19;-0,19;0,51;
18046;1,32;-3,45;1,89;2,2;1,06;0,04;-0,21;0,02;0,66;
18046,25;1,15;-3,28;1,82;2,2;1,06;0,04;-0,21;0,19;0,76;
18046,5;1,15;-3,12;1,69;2,2;1,06;0,02;-0,25;0,38;0,89;
18046,75;1,14;-3;1,45;2,2;1,06;-0,02;-0,2;0,54;0,98;
18047;1,15;-2,95;1,35;2,2;1,06;-0,07;-0,25;0,69;1,08;
18047,25;1,13;-3;1,14;2,15;1,06;-0,1;-0,17;0,82;1,14;
18047,5;0,97;-3,15;1,01;2,1;1,06;-0,14;-0,22;0,91;1,19;
18047,75;0,96;-3,28;0,96;2;1,06;-0,12;-0,11;0,98;1,22;
18048;0,97;-3,39;0,96;2,01;1,07;-0,08;-0,15;1,02;1,21;
18048,25;0,97;-3,4;1,01;2,01;1,06;-0,03;-0,02;1,03;1,2;
18048,5;0,96;-3,34;1,01;2,01;1,06;-0,04;-0,05;1,01;1,14;
18048,75;0,97;-3,22;1,06;2;1,06;-0,11;0,07;0,96;1,08;
18049;0,94;-3,05;1,1;2;1,06;-0,21;0,07;0,89;0,98;
18049,25;0,99;-2,93;1,2;2;1,06;-0,31;0,17;0,81;0,89;
18049,5;0,96;-2,89;1,25;2,25;1,06;-0,4;0,19;0,71;0,75;
18049,75;0,96;-2,9;1,25;2,45;1,06;-0,44;0,26;0,59;0,64;
18050;0,96;-2,83;1,4;2,64;1,06;-0,41;0,29;0,48;0,49;
18050,25;0,97;-2,66;1,46;2,83;1,06;-0,35;0,33;0,34;0,37;
18050,5;0,96;-2,51;1,54;2,93;1,06;-0,27;0,37;0,23;0,23;
18050,75;0,95;-2,36;1,69;3,03;1,06;-0,24;0,38;0,07;0,11;
18051;0,97;-2,2;1,78;3,12;1,06;-0,25;0,4;-0,03;-0,02;
18051,25;0,98;-2,09;1,84;3,27;1,06;-0,28;0,4;-0,18;-0,13;
18051,5;0,95;-2,1;1,84;3,32;1,06;-0,31;0,39;-0,28;-0,22;
18051,75;0,95;-2,18;1,88;3,37;1,06;-0,31;0,38;-0,43;-0,32;
18052;0,95;-2,23;1,88;3,42;1,06;-0,26;0,33;-0,52;-0,39;
18052,25;0,95;-2,22;1,89;3,42;1,07;-0,21;0,33;-0,65;-0,47;
18052,5;0,97;-2,15;1,88;3,42;1,06;-0,17;0,22;-0,75;-0,5;
18052,75;0,97;-2,05;1,89;3,42;1,06;-0,17;0,25;-0,85;-0,57;
18053;0,99;-1,91;1,93;3,37;1,06;-0,19;0,08;-0,95;-0,58;
18053,25;0,76;-1,74;2,08;3,32;1,06;-0,18;0,14;-1,02;-0,62;
18053,5;0,76;-1,72;2,08;3,32;1,07;-0,15;-0,07;-1,11;-0,62;
18053,75;0,74;-1,73;2,13;3,32;1,06;-0,12;0,02;-1,15;-0,65;
18054;0,76;-1,68;2,22;3,32;1,06;-0,08;-0,22;-1,21;-0,63;
18054,25;0,58;-1,57;2,28;3,32;1,06;0,02;-0,11;-1,21;-0,65;
18054,5;0,56;-1,54;2,66;3,32;1,06;0,22;-0,34;-1,25;-0,63;
18054,75;0,37;-1,64;3,01;3,32;1,06;0,36;-0,23;-1,19;-0,64;
18055;-0,39;-1,78;3,45;3,37;1,06;0,29;-0,43;-1,2;-0,63;
18055,25;-0,58;-1,86;3,64;3,42;1,06;0,14;-0,32;-1,1;-0,62;
18055,5;0,77;-1,9;3,64;3,42;1,06;0,05;-0,45;-1,06;-0,62;
18055,75;0,77;-2,12;2,82;3,37;1,06;0,06;-0,38;-0,92;-0,61;
18056;0,76;-2,57;2,71;3,37;1,06;0,1;-0,42;-0,85;-0,6;
18056,25;0,81;-2,81;2,52;3,37;1,06;0,13;-0,39;-0,68;-0,58;
18056,5;0,77;-2,58;2,18;3,22;1,06;0,15;-0,33;-0,58;-0,58;
18056,75;0,77;-2,15;1,89;2,93;1,06;0,18;-0,35;-0,41;-0,55;
18057;0,75;-1,85;1,42;2,71;1,06;0,18;-0,19;-0,28;-0,55;
18057,25;0,77;-1,75;1,2;2,54;1,06;0,05;-0,28;-0,14;-0,52;
18057,5;0,79;-1,83;0,81;2,4;1,06;-0,18;-0,03;-0,01;-0,5;
18057,75;0,77;-2,03;0,47;2,19;1,06;-0,32;-0,17;0,11;-0,46;
18058;-0,57;-2,24;0,38;2,05;1,06;-0,29;0,13;0,22;-0,43;
18058,25;-0,56;-2,4;0,22;2,05;1,06;-0,15;-0,05;0,29;-0,39;
18058,5;-0,57;-2,44;0,08;2,05;1,06;-0,01;0,27;0,38;-0,35;
18058,75;0,59;-2,28;0,13;2,05;1,06;0,07;0,06;0,41;-0,3;
18059;-0,58;-2,04;0,13;2,05;1,06;0,1;0,36;0,46;-0,24;
18059,25;0,6;-1,84;0,13;2,05;1,06;0,07;0,16;0,45;-0,19;
18059,5;-0,39;-1,73;0,08;2,05;1,06;0,04;0,41;0,48;-0,13;
18059,75;-0,4;-1,7;0,18;2,05;1,06;0,02;0,22;0,45;-0,07;
18060;-0,39;-1,81;0,42;2,05;1,06;0,04;0,4;0,46;0;
18060,25;-0,19;-1,97;0,47;2,05;1,06;0,1;0,26;0,43;0,05;
18060,5;0,18;-2,13;0,57;2;1,06;0,19;0,35;0,44;0,11;
18060,75;0,19;-2,25;0,63;2;1,06;0,28;0,27;0,43;0,16;
18061;0,19;-2,35;0,66;2;1,06;0,34;0,29;0,46;0,21;
18061,25;-0,01;-2,46;0,76;2;1,06;0,37;0,26;0,48;0,25;
18061,5;0,01;-2,55;0,76;2;1,06;0,32;0,22;0,52;0,28;
18061,75;-0,01;-2,58;0,81;2;1,06;0,19;0,25;0,58;0,31;
18062;0,01;-2,62;0,81;2;1,06;0,05;0,16;0,65;0,33;
18062,25;0;-2,68;0,67;2;1,06;-0,1;0,24;0,74;0,35;
18062,5;0,19;-2,74;0,56;2,01;1,06;-0,26;0,14;0,82;0,34;
18062,75;0,2;-2,8;0,37;2;1,06;-0,45;0,23;0,92;0,35;
18063;0,18;-2,77;0,18;2;1,06;-0,62;0,15;1;0,32;
18063,25;0;-2,55;-0,02;2;1,06;-0,71;0,24;1,09;0,32;
18063,5;-0,03;-2,29;-0,22;2;1,06;-0,74;0,17;1,15;0,28;
18063,75;0,19;-1,96;-0,31;2;1,06;-0,72;0,24;1,19;0,28;
18064;0,18;-1,56;-0,36;2;1,06;-0,69;0,2;1,2;0,21;
18064,25;0,21;-1,11;-0,41;2,01;1,06;-0,65;0,23;1,18;0,21;
