Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
581,5;2,76;-0,52;1,3;2,67;-3,32;-0,63;0,04;-0,25;-0,31;
581,75;2,76;-0,3;1,3;3,08;-3,32;-0,61;-0,01;-0,37;-0,5;
582;2,74;-0,16;1,35;3,42;-3,32;-0,57;-0,08;-0,4;-0,69;
582,25;2,75;0,06;1,44;3,57;-3,32;-0,48;-0,11;-0,47;-0,85;
582,5;2,57;0,28;1,44;3,71;-3,32;-0,42;-0,18;-0,47;-0,99;
582,75;2,56;0,41;1,45;3,81;-3,32;-0,37;-0,19;-0,48;-1,08;
583;2,54;0,51;1,45;3,81;-3,32;-0,33;-0,26;-0,45;-1,15;
583,25;2,36;0,58;1,35;3,76;-3,32;-0,21;-0,24;-0,4;-1,17;
583,5;2,37;0,55;1,2;3,71;-3,32;-0,16;-0,29;-0,34;-1,16;
583,75;2,37;0,43;1,1;3,62;-3,32;-0,09;-0,26;-0,26;-1,12;
584;2,37;0,32;1,1;3,61;-3,32;-0,03;-0,28;-0,18;-1,04;
584,25;2,36;0,42;1,06;3,61;-3,32;0,06;-0,24;-0,12;-0,95;
584,5;2,36;0,47;1,05;3,52;-3,32;0,12;-0,23;-0,04;-0,82;
584,75;2,39;0,33;1,06;3,27;-3,32;0,17;-0,19;-0,01;-0,71;
585;2,37;0,31;1,2;3,08;-3,32;0,26;-0,15;0,03;-0,57;
585,25;2,16;0,34;1,3;2,98;-3,32;0,27;-0,12;0;-0,46;
585,5;1,98;0,39;1,35;2,98;-3,32;0,29;-0,05;0,01;-0,33;
585,75;1,78;0,24;1,4;2,93;-3,32;0,33;-0,04;-0,07;-0,24;
586;1,58;0,14;1,49;2,83;-3,32;0,37;0,04;-0,1;-0,14;
586,25;1,59;0,07;1,64;2,74;-3,32;0,32;0,04;-0,22;-0,1;
586,5;1,58;-0,24;1,74;2,64;-3,32;0,3;0,13;-0,27;-0,04;
586,75;1,59;-0,39;1,83;2,54;-3,32;0,31;0,11;-0,39;-0,02;
587;1,4;-0,54;1,98;2,54;-3,32;0,3;0,19;-0,44;0;
587,25;1,41;-0,58;2,12;2,53;-3,32;0,15;0,18;-0,53;-0,02;
587,5;1,41;-0,63;2,22;2,54;-3,32;-0,05;0,24;-0,55;-0,02;
587,75;1,39;-0,63;2,22;2,54;-3,32;-0,17;0,23;-0,59;-0,04;
588;1,42;-0,59;2,17;2,54;-3,32;-0,31;0,27;-0,57;-0,05;
588,25;1,4;-0,6;2,18;2,53;-3,32;-0,34;0,26;-0,53;-0,07;
588,5;1,39;-0,52;2,13;2,54;-3,32;-0,31;0,27;-0,47;-0,06;
588,75;1,21;-0,2;1,93;2,54;-3,32;-0,26;0,27;-0,36;-0,06;
589;1,21;0,28;1,83;2,54;-3,32;-0,25;0,25;-0,26;-0,04;
589,25;1,21;0,59;1,74;2,54;-3,32;-0,2;0,26;-0,1;-0,01;
589,5;1,21;0,7;1,64;2,54;-3,32;-0,15;0,2;0;0,04;
589,75;0,99;0,62;1,49;2,54;-3,32;-0,11;0,22;0,19;0,09;
590;1,01;0,4;1,35;2,54;-3,32;-0,08;0,15;0,27;0,15;
590,25;1;0,22;1,3;2,54;-3,32;0,02;0,17;0,43;0,21;
590,5;1,01;0,11;1,25;2,54;-3,32;0,19;0,08;0,47;0,28;
590,75;1,03;-0,03;1,05;2,54;-3,32;0,3;0,1;0,58;0,33;
591;1;-0,14;1,05;2,54;-3,32;0,31;0,02;0,56;0,39;
591,25;1,02;-0,27;1;2,54;-3,32;0,3;0,04;0,6;0,42;
591,5;1,01;-0,29;0,95;2,54;-3,32;0,29;-0,03;0,52;0,45;
591,75;1,02;-0,28;0,95;2,54;-3,32;0,3;-0,02;0,47;0,45;
592;1,02;-0,29;1,03;2,54;1,22;0,3;-0,05;0,35;0,44;
592,25;1,01;-0,31;1,2;2,54;1,21;0,33;-0,05;0,24;0,41;
592,5;1,02;-0,25;1,44;2,54;1,26;0,32;-0,05;0,09;0,36;
592,75;1,03;-0,27;1,73;2,54;1,27;0,23;-0,04;-0,04;0,3;
593;1;-0,48;1,98;2,54;1,27;0,11;-0,01;-0,19;0,22;
593,25;0,98;-0,68;2,37;2,54;1,27;-0,05;-0,01;-0,32;0,13;
593,5;1;-0,78;2,66;2,54;1,31;-0,08;0,06;-0,43;0,03;
593,75;1,01;-1,01;3,01;2,98;1,31;-0,06;0,05;-0,52;-0,06;
594;0,82;-1,1;3,05;3,52;1,31;-0,06;0,13;-0,57;-0,16;
594,25;0,81;-0,95;3,05;3,58;1,32;-0,13;0,12;-0,6;-0,23;
594,5;-0,04;-0,61;3,05;3,85;1,31;-0,27;0,19;-0,59;-0,32;
594,75;-0,04;-0,12;2,76;3,9;1,31;-0,3;0,17;-0,55;-0,37;
595;-0,04;-0,06;2,51;3,85;1,31;-0,3;0,23;-0,48;-0,44;
595,25;-0,23;-0,13;2,32;3,81;1,31;-0,42;0,19;-0,38;-0,45;
595,5;-0,24;-0,08;2,17;3,8;1,32;-0,46;0,21;-0,27;-0,48;
595,75;-0,24;0,12;1,98;3,81;1,32;-0,39;0,17;-0,13;-0,46;
596;-0,22;0,33;1,83;3,71;1,31;-0,26;0,13;-0,02;-0,45;
596,25;-0,41;0,24;1,64;3,51;1,31;-0,14;0,08;0,13;-0,4;
596,5;-0,42;0,13;1,44;3,32;1,31;-0,15;-0,01;0,23;-0,37;
596,75;0,62;0,23;1,44;3,03;1,3;-0,13;-0,08;0,35;-0,29;
597;0,65;0,29;1,39;2,93;1,3;-0,06;-0,2;0,41;-0,25;
597,25;0,62;0,22;1,34;2,83;1,3;0,04;-0,28;0,49;-0,16;
597,5;0,62;0,18;1,34;2,68;1,3;0,11;-0,44;0,5;-0,11;
597,75;0,63;0,31;1,34;2,68;1,3;0,08;-0,52;0,52;-0,03;
598;0,81;0,39;1,39;2,49;1,3;0,12;-0,7;0,49;0,02;
598,25;0,8;0,26;1,4;2,49;1,3;0,26;-0,78;0,44;0,08;
598,5;0,82;0,09;1,49;2,44;1,3;0,32;-0,95;0,38;0,11;
598,75;0,82;0,01;1,73;2,2;1,3;0,25;-1,03;0,29;0,15;
599;1,2;0,01;1,73;2,2;1,3;0,18;-1,17;0,21;0,17;
599,25;1,2;-0,01;1,73;2,2;1,3;0,25;-1,25;0,1;0,18;
599,5;1,21;-0,23;1,78;2,2;1,3;0,26;-1,35;0,02;0,18;
599,75;1,19;-0,55;1,88;2,2;1,3;0,15;-1,42;-0,09;0,17;
600;1,19;-0,66;1,93;2,15;1,3;0,06;-1,48;-0,14;0,16;
600,25;1,18;-0,53;1,93;2,15;1,3;0,18;-1,53;-0,22;0,13;
600,5;1,19;-0,37;1,97;2,15;1,3;0,31;-1,55;-0,23;0,11;
600,75;1,2;-0,43;2,08;2,15;1,3;0,34;-1,59;-0,28;0,08;
601;1,19;-0,4;2,08;2,15;1,3;0,19;-1,55;-0,26;0,06;
601,25;1,22;-0,19;2,13;2,15;1,3;-0,58;-1,58;-0,26;0,03;
601,5;1,2;-0,09;2,08;2,14;1,3;-0,71;-1,51;-0,2;0,02;
601,75;1,2;-0,52;1,98;2,15;1,3;-0,28;-1,51;-0,17;0;
602;1,02;-0,93;1,98;2,15;1,3;-0,06;-1,41;-0,09;0;
602,25;1;-1,03;1,88;2,15;1,3;-0,07;-1,38;-0,04;0;
602,5;1,01;-0,79;1,83;2,15;1,3;-0,11;-1,26;0,05;0,02;
602,75;1,01;1,19;1,78;2,15;1,3;-0,05;-1,21;0,11;0,03;
603;1,03;1,47;1,69;2,15;1,3;0;-1,08;0,18;0,06;
603,25;0,8;0,31;1,64;2,15;1,29;-0,12;-1;0,23;0,08;
603,5;0,82;-0,19;1,49;2,15;1,3;-0,18;-0,87;0,28;0,11;
603,75;0,61;-0,21;1,44;2,15;1,3;-0,17;-0,77;0,31;0,14;
604;0,62;-0,08;1,44;2,15;1,3;-0,11;-0,64;0,33;0,18;
604,25;0,63;-0,04;1,44;2,15;1,3;0,48;-0,51;0,32;0,2;
604,5;-0,42;-0,09;1,44;2,15;1,3;0,61;-0,38;0,31;0,24;
604,75;-0,43;-0,17;1,54;2,05;1,3;0,28;-0,24;0,28;0,25;
605;-0,41;-0,4;1,54;2;1,3;0,18;-0,12;0,24;0,27;
605,25;-0,44;-0,52;1,73;1,95;1,3;0,15;0,03;0,19;0,27;
605,5;-0,23;-0,45;1,73;1,95;1,3;0,18;0,15;0,13;0,28;
605,75;-0,23;-0,26;1,73;1,95;1,3;0,17;0,29;0,07;0,25;
606;-0,24;-0,35;1,74;1,95;1,3;0,07;0,41;0,01;0,24;
606,25;-0,41;-0,53;1,74;1,95;1,3;0,06;0,55;-0,04;0,19;
606,5;-0,24;-0,71;1,78;1,95;1,3;0,02;0,67;-0,1;0,18;
606,75;-0,24;-0,67;1,83;1,95;1,3;-0,04;0,79;-0,13;0,11;
607;-0,24;-0,63;1,88;1,95;1,3;-0,05;0,91;-0,18;0,09;
607,25;-0,24;-0,54;1,88;1,95;1,3;0,02;1,02;-0,19;0,02;
607,5;-0,23;-0,29;1,98;1,95;1,3;-0,05;1,14;-0,21;0;
607,75;-0,24;-0,34;2,27;2,1;1,25;-0,14;1,23;-0,19;-0,06;
608;-0,24;-0,45;2,18;2,1;1,25;-0,23;1,36;-0,19;-0,07;
608,25;-0,23;-0,41;2,12;2,1;1,25;-0,26;1,44;-0,16;-0,11;
608,5;-0,23;-0,3;2,07;2,1;1,25;-0,31;1,55;-0,14;-0,11;
608,75;-0,25;-0,32;1,83;2,15;1,3;-0,32;1,62;-0,1;-0,13;
609;-0,23;-0,22;1,78;2,15;1,3;-0,25;1,71;-0,08;-0,12;
609,25;-0,24;-0,1;1,63;2,19;1,2;-0,25;1,77;-0,03;-0,12;
609,5;-0,24;-0,01;1,44;2,19;0,76;-0,28;1,84;-0,01;-0,1;
609,75;-0,24;0,13;1,29;2,2;0,71;-0,2;1,89;0,02;-0,07;
610;-0,23;0,31;1,25;2,2;0,76;-0,07;1,91;0,03;-0,05;
610,25;-0,24;0,41;1,24;2,1;0,76;0;1,95;0,05;-0,02;
610,5;-0,22;0,45;1,24;2,1;0,76;0,13;1,94;0,03;0;
610,75;-0,43;0,42;1,35;2,1;0,75;0,31;1,96;0,03;0,03;
611;-0,42;0,4;1,49;2,1;0,75;0,38;1,9;0;0,03;
611,25;-0,42;0,18;1,73;2,1;0,75;0,12;1,9;-0,02;0,06;
611,5;0,61;-0,09;1,93;2,1;0,76;0,03;1,8;-0,06;0,04;
611,75;0,81;-0,32;2,27;2,1;0,75;0,01;1,78;-0,1;0,05;
612;0,81;-0,6;2,42;2,1;0,71;-0,02;1,64;-0,14;0,01;
612,25;1,01;-1,05;2,51;2,1;0,71;-0,01;1,6;-0,18;0;
612,5;1,22;-1,15;2,37;2,44;0,71;0,07;1,44;-0,23;-0,06;
612,75;1,22;-0,24;2,17;2,49;0,71;0,04;1,38;-0,26;-0,08;
613;1,4;0,21;2,08;2,54;0,71;-0,07;1,22;-0,29;-0,15;
613,25;1,39;0,37;1,93;2,45;0,71;-0,13;1,15;-0,3;-0,19;
613,5;1,39;0,52;1,93;2,39;0,71;-0,18;1;-0,31;-0,26;
613,75;1,42;0,46;1,93;2,39;0,71;-0,35;0,91;-0,3;-0,29;
614;1,41;0,17;1,88;2,39;0,71;-0,42;0,78;-0,29;-0,35;
614,25;1,59;0,08;1,87;2,39;0,71;-0,14;0,69;-0,26;-0,36;
614,5;1,6;0,11;1,73;2,39;0,71;-0,12;0,58;-0,22;-0,41;
614,75;1,61;0,07;1,67;2,39;0,71;-0,25;0,49;-0,18;-0,4;
615;1,6;-0,05;1,49;2,29;0,71;-0,32;0,4;-0,13;-0,42;
615,25;1,78;0;1,39;2,29;0,71;-0,34;0,31;-0,08;-0,39;
615,5;1,76;0,12;1,24;2,3;0,71;-0,34;0,25;-0,03;-0,4;
615,75;1,79;0,17;1,2;2,2;0,71;-0,29;0,15;0,02;-0,34;
616;1,79;0,55;1,1;2,05;0,7;-0,17;0,1;0,07;-0,33;
616,25;1,59;1,12;1,02;2,05;0,7;-0,06;0,01;0,1;-0,25;
616,5;1,61;1,47;1;2;0,71;-0,03;-0,04;0,14;-0,23;
616,75;1,59;1,47;1,01;1,66;0,7;-0,03;-0,14;0,15;-0,15;
617;1,59;1,2;1,03;1,66;0,71;-0,05;-0,19;0,17;-0,12;
617,25;1,6;0,95;1,1;1,66;0,71;-0,07;-0,3;0,16;-0,05;
617,5;1,6;0,63;1,1;1,66;0,7;0,06;-0,36;0,16;-0,01;
617,75;1,58;0,26;1,2;1,66;0,71;0,26;-0,46;0,13;0,05;
618;1,58;0,05;1,2;1,66;0,71;0,42;-0,53;0,12;0,08;
618,25;1,6;0,08;1,2;1,66;0,71;0,47;-0,64;0,08;0,12;
618,5;1,6;0,26;1,2;1,66;0,71;0,44;-0,71;0,06;0,14;
618,75;1,59;0,36;1,25;1,66;0,71;0,39;-0,82;0,02;0,16;
619;1,6;0,38;1,25;1,66;0,71;0,28;-0,89;0;0,18;
619,25;1,6;0,34;1,2;1,66;0,71;0,14;-0,99;-0,04;0,18;
619,5;1,62;0,22;1,2;1,66;0,71;0,05;-1,06;-0,05;0,2;
619,75;1,59;0,06;1,2;1,66;0,71;0,05;-1,14;-0,08;0,18;
620;1,6;-0,13;1,2;1,66;0,7;0,12;-1,2;-0,09;0,2;
620,25;1,79;-0,21;1,19;1,66;0,71;0,15;-1,27;-0,1;0,16;
620,5;1,79;-0,21;1,2;1,66;0,71;0,12;-1,32;-0,1;0,18;
620,75;1,78;-0,17;1,2;1,66;0,71;0,12;-1,38;-0,09;0,14;
621;1,8;-0,09;1,2;1,66;0,7;0,1;-1,41;-0,09;0,15;
621,25;1,8;-0,08;1,25;1,66;0,71;0,08;-1,47;-0,08;0,11;
621,5;1,78;-0,11;1,25;1,66;0,71;0,03;-1,5;-0,07;0,12;
621,75;1,76;-0,07;1,25;1,66;0,7;-0,01;-1,55;-0,06;0,07;
622;1,58;0,01;1,3;1,66;0,71;-0,08;-1,58;-0,06;0,08;
622,25;1,58;-0,02;1,25;1,66;0,71;-0,12;-1,64;-0,05;0,04;
622,5;1,59;-0,09;1,25;1,66;0,71;-0,07;-1,67;-0,04;0,05;
622,75;1,59;-0,17;1,24;1,66;0,7;-0,01;-1,75;-0,04;0,01;
623;1,59;-0,22;1,2;1,66;0,7;-0,04;-1,78;-0,03;0,03;
623,25;1,59;-0,19;1,2;1,7;0,71;-0,04;-1,87;-0,03;0,01;
623,5;1,58;0,04;1,24;1,8;0,71;0;-1,91;-0,02;0,03;
623,75;1,6;0,2;1,2;1,85;0,71;0,03;-2,01;-0,02;0,03;
624;1,62;0,13;1,2;1,86;0,71;0;-2,06;0;0,07;
624,25;1,77;-0,04;1,2;1,85;0,71;-0,02;-2,17;0,02;0,09;
624,5;1,78;0;1,1;1,85;0,71;-0,03;-2,23;0,05;0,15;
624,75;1,79;0,05;1,05;1,85;0,71;-0,02;-2,33;0,08;0,19;
625;1,77;-0,01;1,05;1,81;0,71;0,11;-2,39;0,13;0,27;
625,25;1,77;-0,1;0,97;1,81;0,71;0,23;-2,48;0,17;0,32;
625,5;1,76;-0,09;0,87;1,8;0,71;0,25;-2,53;0,24;0,42;
625,75;1,78;-0,1;0,86;1,81;0,71;0,2;-2,6;0,3;0,47;
626;1,78;-0,13;0,81;1,81;0,71;0,23;-2,65;0,36;0,56;
626,25;1,77;-0,14;0,76;1,8;0,71;0,24;-2,69;0,43;0,6;
626,5;1,79;-0,29;0,66;1,71;0,71;0,17;-2,73;0,48;0,68;
626,75;1,79;-0,5;0,57;1,61;0,71;0,13;-2,74;0,55;0,69;
627;1,79;-0,61;0,56;1,42;0,71;0,17;-2,77;0,58;0,72;
627,25;1,77;-0,65;0,51;1,41;0,7;0,18;-2,74;0,63;0,7;
627,5;1,79;-0,69;0,56;1,37;0,71;0,18;-2,76;0,63;0,67;
627,75;1,78;-0,67;0,47;1,32;0,71;0,19;-2,7;0,66;0,61;
628;1,79;-0,51;0,46;1,27;0,71;0,17;-2,71;0,61;0,53;
628,25;1,79;-0,5;0,46;1,27;0,7;0,08;-2,62;0,61;0,43;
628,5;1,77;-0,59;0,56;1,27;0,71;-0,01;-2,63;0,53;0,29;
628,75;1,76;-0,65;0,62;1,27;0,7;-0,09;-2,52;0,49;0,17;
629;1,79;-0,68;0,79;1,27;0,66;-0,26;-2,51;0,38;-0,01;
629,25;1,77;-0,71;1;1,42;0,66;-0,47;-2,38;0,31;-0,13;
629,5;1,78;-0,79;1,34;2;0,71;-0,48;-2,36;0,18;-0,32;
629,75;1,8;-0,73;1,55;2,7;0,71;-0,42;-2,23;0,1;-0,43;
630;1,78;-0,57;2,07;3,52;0,71;-0,35;-2,17;-0,03;-0,6;
630,25;1,58;-0,37;2,32;3,85;0,7;-0,24;-2,04;-0,12;-0,66;
630,5;1,6;0,08;2,58;4,08;0,7;-0,1;-1,95;-0,23;-0,8;
630,75;1,6;0,75;2,66;4,05;0,7;-0,01;-1,81;-0,3;-0,8;
631;1,6;0,94;2,62;4,05;0,71;0,06;-1,68;-0,37;-0,87;
631,25;1,59;0,77;2,56;3,46;0,7;0,16;-1,52;-0,43;-0,82;
631,5;1,78;0,47;2,42;3,02;0,71;0,26;-1,35;-0,46;-0,82;
631,75;1,78;0,06;2,37;2,64;0,71;0,34;-1,17;-0,48;-0,72;
632;1,79;-0,37;2,17;2,54;0,7;0,46;-0,95;-0,47;-0,66;
632,25;1,98;-0,68;2,09;2,34;0,71;0,67;-0,73;-0,47;-0,52;
632,5;2,15;-0,97;1,98;2,1;0,65;0,71;-0,45;-0,43;-0,43;
632,75;2,14;-1,22;1,83;1,83;0,66;0,61;-0,19;-0,4;-0,28;
633;2,18;-1,36;1,78;1,68;0,66;0,51;0,14;-0,34;-0,18;
633,25;2,19;-1,38;1,83;1,61;0,66;0,41;0,45;-0,3;-0,05;
633,5;2,17;-1,3;1,83;1,61;0,66;0,26;0,83;-0,24;0,04;
633,75;2,18;-1,26;1,83;1,61;0,66;0,1;1,19;-0,2;0,13;
634;2,2;-1,19;1,9;1,61;0,66;-0,03;1,6;-0,15;0,18;
634,25;2,15;-1,07;1,83;1,61;0,66;-0,14;2,02;-0,12;0,21;
634,5;2,17;-1,06;1,73;1,61;0,66;-0,24;2,45;-0,09;0,21;
634,75;2,37;-1,18;1,73;1,61;0,66;-0,3;2,91;-0,07;0,18;
635;2,73;-1,14;1,74;1,61;0,66;-0,33;3,35;-0,07;0,13;
635,25;3,15;-0,99;1,64;1,61;0,71;-0,35;3,82;-0,07;0,06;
635,5;3,54;-0,87;1,54;1,76;0,71;-0,35;4,24;-0,08;-0,02;
635,75;3,52;-0,8;1,63;1,86;0,71;-0,28;4,71;-0,11;-0,13;
636;3,92;-0,64;1,69;2,06;0,71;-0,2;5,1;-0,13;-0,22;
636,25;4,31;-0,49;1,74;2,15;0,71;-0,18;5,53;-0,16;-0,33;
636,5;4,71;-0,33;1,88;2,15;0,71;-0,12;5,89;-0,18;-0,41;
636,75;5,28;-0,2;1,98;2,1;0,7;-0,06;6,25;-0,21;-0,49;
637;5,85;-0,13;1,98;2,05;0,71;-0,06;6,56;-0,22;-0,54;
637,25;6,46;-0,22;2,13;2,05;0,71;-0,07;6,85;-0,25;-0,59;
637,5;7,42;-0,46;2,13;2,06;0,71;-0,01;7,09;-0,24;-0,59;
637,75;8,38;-0,65;1,98;2,06;0,71;0,01;7,29;-0,25;-0,59;
638;9,09;-0,78;1,99;2,06;0,71;0,04;7,48;-0,22;-0,54;
638,25;10,12;-0,8;2,05;2,01;0,71;0,11;7,59;-0,21;-0,5;
638,5;11,13;-0,7;1,79;2,01;0,71;0,18;7,73;-0,16;-0,4;
638,75;12,36;-0,61;1,79;2,01;0,7;0,12;7,75;-0,14;-0,34;
639;13,47;-0,6;1,75;2,01;0,71;0,05;7,85;-0,07;-0,21;
639,25;14,79;-0,53;1,7;2,01;0,71;0,03;7,8;-0,04;-0,13;
639,5;16,15;-0,45;1,74;1,77;0,71;0,07;7,85;0,03;0,01;
639,75;17,89;-0,54;1,75;1,63;0,71;0,07;7,75;0,07;0,08;
640;19,09;-0,66;1,7;1,35;0,7;0,13;7,76;0,14;0,22;
640,25;20,24;-0,59;1,56;1,23;0,71;0,23;7,63;0,18;0,27;
640,5;21,73;-0,61;1,46;1,09;0,71;0,24;7,58;0,23;0,38;
640,75;23,8;-0,74;1,46;0,94;0,71;0,2;7,42;0,27;0,41;
641;25,31;-0,98;1,41;0,85;0,71;0,2;7,32;0,31;0,49;
641,25;26,83;-1;1,4;0,85;0,71;0,16;7,13;0,34;0,5;
641,5;28,78;-1,1;1,35;0,84;0,7;0,07;6,94;0,37;0,54;
641,75;30,7;-1,3;1,35;0,84;0,71;0,05;6,71;0,4;0,53;
642;32,63;-1,34;1,35;0,84;0,71;0,04;6,43;0,41;0,55;
642,25;34,41;-1,14;1,4;0,84;0,71;0;6,15;0,43;0,54;
642,5;35,87;-1,05;1,49;0,84;0,71;-0,06;5,76;0,43;0,54;
642,75;37,67;-1,04;1,55;0,84;0,71;0;5,41;0,44;0,53;
643;39,89;-0,86;1,55;0,85;0,7;0,04;4,92;0,43;0,52;
643,25;41,67;-0,75;1,66;0,85;0,71;-0,04;4,49;0,43;0,52;
643,5;43,7;-0,73;1,71;0,95;0,71;-0,1;3,89;0,41;0,51;
643,75;45,81;-0,74;1,76;1;0,71;-0,08;3,38;0,4;0,52;
644;48,19;-0,8;1,76;1,09;0,71;-0,1;2,71;0,38;0,52;
644,25;50,15;-1,02;1,85;1,19;0,7;-0,13;2,12;0,35;0,54;
644,5;52,2;-1,21;1,85;1,29;0,66;-0,07;1,39;0,32;0,53;
644,75;54,23;-1,19;1,85;1,34;0,61;-0,01;0,74;0,28;0,55;
645;56,43;-1,04;1,81;1,44;0,61;0,01;-0,01;0,23;0,53;
645,25;58,18;-0,89;1,81;1,56;0,61;0,04;-0,7;0,18;0,55;
645,5;60,1;-0,76;1,86;1,59;0,61;0,09;-1,43;0,12;0,51;
645,75;61,98;-0,64;1,86;1,59;0,61;0,07;-2,15;0,05;0,51;
646;63,92;-0,65;1,87;1,59;0,61;-0,02;-2,84;-0,01;0,46;
646,25;65,79;-0,72;1,83;1,6;0,61;-0,07;-3,55;-0,09;0,44;
646,5;67,42;-0,77;1,88;1,56;0,61;-0,08;-4,18;-0,16;0,36;
