Posición;Flecha [mm];Peralte [mm];Flecha de nivelación [mm];Fl.Niv. Der. [mm];Sobreancho [mm];Alabeo [mm/{0}m];Alineación [mm];Niv. Izq. D1 [mm];Niv. Der. D1 [mm];Markierungen
22998,25;1,53;-11,57;2,87;3,73;1,31;-0,01;-0,29;-0,83;-1,5;
22998,5;1,54;-11,5;2,87;3,58;1,36;-0,02;-0,1;-0,82;-1,48;
22998,75;1,53;-11,32;2,88;3,58;1,36;-0,07;-0,2;-0,81;-1,53;
22999;1,33;-11,38;2,73;3,57;1,46;-0,11;0,01;-0,77;-1,48;
22999,25;1,35;-11,69;2,53;3,58;1,46;-0,09;-0,06;-0,74;-1,5;
22999,5;1,35;-11,98;2,39;3,58;1,45;-0,06;0,1;-0,68;-1,41;
22999,75;1,34;-12,08;2,28;3,52;1,46;-0,05;0,07;-0,63;-1,4;
23000;1,33;-11,98;2,14;3,28;1,46;-0,04;0,16;-0,58;-1,27;
23000,25;1,34;-11,75;1,94;3,19;1,46;0,01;0,15;-0,52;-1,25;
23000,5;1,34;-11,49;1,84;3,04;1,46;0,01;0,17;-0,48;-1,1;
23000,75;1,35;-11,39;1,8;2,94;1,45;-0,05;0,17;-0,43;-1,08;
23001;1,13;-11,41;1,75;2,89;1,46;-0,18;0,14;-0,41;-0,93;
23001,25;1,14;-11,42;1,75;2,84;1,46;-0,26;0,15;-0,36;-0,91;
23001,5;1,16;-11,39;1,75;2,75;1,46;-0,28;0,08;-0,35;-0,76;
23001,75;0,97;-11,35;1,79;2,69;1,46;-0,27;0,07;-0,3;-0,73;
23002;0,97;-11,41;1,84;2,69;1,46;-0,27;0,01;-0,3;-0,59;
23002,25;0,75;-11,53;1,84;2,6;1,46;-0,32;-0,02;-0,23;-0,53;
23002,5;0,76;-11,45;1,74;2,45;1,46;-0,38;-0,03;-0,23;-0,43;
23002,75;0,76;-11,3;1,55;2,3;1,46;-0,39;-0,1;-0,16;-0,34;
23003;0,76;-11,14;1,45;2,25;1,46;-0,39;-0,03;-0,14;-0,27;
23003,25;0,58;-10,93;1,26;2,15;1,46;-0,4;-0,13;-0,05;-0,15;
23003,5;0,56;-10,69;1,06;2,06;1,46;-0,46;0,03;-0,01;-0,11;
23003,75;0,56;-10,44;0,96;1,81;1,46;-0,52;-0,11;0,09;0,04;
23004;0,56;-10,26;0,87;1,67;1,45;-0,49;0,14;0,16;0,06;
23004,25;0,57;-10,24;0,77;1,45;1,46;-0,39;-0,03;0,27;0,26;
23004,5;0,57;-10,22;0,61;1,27;1,46;-0,3;0,26;0,37;0,27;
23004,75;0,18;-10,15;0,57;0,93;1,46;-0,22;0,09;0,49;0,51;
23005;-0,19;-10,04;0,47;0,64;1,46;-0,13;0,38;0,61;0,53;
23005,25;-0,17;-9,96;0,32;0,34;1,46;-0,05;0,22;0,72;0,81;
23005,5;-0,38;-9,99;0,11;0,2;1,46;-0,01;0,46;0,86;0,84;
23005,75;0,59;-10,12;-0,01;0,01;1,45;-0,06;0,35;0,96;1,14;
23006;0,61;-10,24;-0,06;-0,13;1,46;-0,11;0,49;1,1;1,19;
23006,25;0,79;-10,28;-0,11;-0,24;1,46;-0,15;0,46;1,18;1,48;
23006,5;0,6;-10,3;-0,21;-0,24;1,46;-0,13;0,48;1,31;1,55;
23006,75;-0,57;-10,29;-0,21;-0,24;1,46;-0,09;0,54;1,36;1,82;
23007;-0,58;-10,23;-0,21;-0,24;1,46;-0,06;0,43;1,46;1,88;
23007,25;-0,58;-10,07;-0,06;-0,24;1,46;-0,06;0,6;1,49;2,1;
23007,5;0,61;-9,88;-0,01;-0,24;1,46;-0,04;0,38;1,56;2,15;
23007,75;-0,57;-9,69;0,01;-0,23;1,46;-0,01;0,65;1,55;2,29;
23008;0,79;-9,64;0,04;-0,23;1,46;0,01;0,32;1,58;2,31;
23008,25;0,76;-9,69;0,13;-0,23;1,46;-0,01;0,67;1,54;2,36;
23008,5;0,76;-9,81;0,13;-0,23;1,46;-0,04;0,29;1,52;2,34;
23008,75;-0,56;-9,95;0,2;-0,24;1,46;-0,05;0,67;1,44;2,29;
23009;0,59;-10,13;0,36;-0,23;1,46;-0,05;0,28;1,38;2,21;
23009,25;-0,57;-10,26;0,5;-0,24;1,46;-0,04;0,64;1,27;2,07;
23009,5;-0,39;-10,33;0,62;-0,09;1,46;-0,07;0,28;1,17;1,95;
23009,75;-0,3;-10,26;0,91;0,25;1,46;-0,14;0,57;1,03;1,73;
23010;0,19;-10,12;1,05;0,73;1,46;-0,25;0,27;0,9;1,56;
23010,25;0,38;-9,92;1,31;1,25;1,46;-0,39;0,46;0,74;1,29;
23010,5;0,56;-9,73;1,69;1,72;1,46;-0,56;0,22;0,58;1,09;
23010,75;0,84;-9,57;1,94;2,24;1,46;-0,73;0,29;0,4;0,79;
23011;1,3;-9,43;2,28;2,94;1,46;-0,88;0,14;0,24;0,58;
23011,25;1,32;-9,26;2,43;3,34;1,46;-0,94;0,08;0,05;0,28;
23011,5;1,54;-9,06;2,72;3,72;1,45;-0,92;0;-0,11;0,09;
23011,75;1,53;-8,77;2,97;4,21;1,46;-0,85;-0,17;-0,28;-0,19;
23012;1,54;-8,44;3,16;4,45;1,46;-0,77;-0,18;-0,42;-0,35;
23012,25;1,54;-8,06;3,41;4,65;1,45;-0,72;-0,42;-0,58;-0,58;
23012,5;1,73;-7,69;3,51;4,65;1,46;-0,67;-0,39;-0,7;-0,69;
23012,75;1,7;-7,44;3,75;4,89;1,46;-0,64;-0,65;-0,82;-0,86;
23013;1,69;-7,36;3,85;4,94;1,46;-0,64;-0,59;-0,91;-0,92;
23013,25;1,93;-7,37;3,9;5,04;1,46;-0,62;-0,83;-1;-1,02;
23013,5;2,12;-7,41;3,9;4,94;1,46;-0,57;-0,76;-1,06;-1,04;
23013,75;2,13;-7,43;3,86;4,9;1,46;-0,46;-0,94;-1,12;-1,08;
23014;2,14;-7,41;3,85;4,9;1,46;-0,32;-0,87;-1,16;-1,05;
23014,25;2,11;-7,34;3,75;4,94;1,46;-0,24;-0,98;-1,18;-1,05;
23014,5;2,1;-7,15;3,66;4,95;1,46;-0,18;-0,91;-1,2;-0,99;
23014,75;2,12;-6,91;3,56;4,94;1,46;-0,16;-0,94;-1,2;-0,96;
23015;1,93;-6,74;3,46;4,84;1,46;-0,18;-0,89;-1,22;-0,88;
23015,25;1,93;-6,69;3,26;4,51;1,46;-0,28;-0,85;-1,2;-0,85;
23015,5;1,7;-6,72;3,26;4,3;1,46;-0,39;-0,8;-1,22;-0,76;
23015,75;1,73;-6,72;3,21;4,31;1,46;-0,32;-0,72;-1,19;-0,74;
23016;1,73;-6,81;3,22;4,31;1,46;-0,05;-0,67;-1,22;-0,65;
23016,25;1,52;-6,9;3,21;4,3;1,46;0,26;-0,58;-1,18;-0,64;
23016,5;1,36;-6,87;3,21;4,3;1,46;0,42;-0,52;-1,21;-0,57;
23016,75;0,77;-6,6;3,2;4,25;1,46;0,39;-0,46;-1,16;-0,57;
23017;0,58;-6,25;3,16;4,1;1,46;0,26;-0,37;-1,18;-0,51;
23017,25;0,54;-6,38;2,96;3,91;1,46;0,11;-0,36;-1,12;-0,52;
23017,5;0,55;-7,01;2,76;3,61;1,46;-0,07;-0,25;-1,12;-0,47;
23017,75;0,56;-7,69;2,62;3,62;1,46;-0,22;-0,29;-1,04;-0,46;
23018;0,59;-7,99;2,62;3,62;1,46;-0,28;-0,15;-1,01;-0,41;
23018,25;0,57;-7,87;2,38;3,52;1,46;-0,2;-0,26;-0,9;-0,38;
23018,5;0,57;-7,52;2,12;3,37;1,46;-0,05;-0,08;-0,83;-0,33;
23018,75;0,58;-7,05;1,89;3,17;1,46;-0,02;-0,24;-0,7;-0,26;
23019;0,59;-6,6;1,69;2,93;1,46;-0,15;-0,05;-0,59;-0,19;
23019,25;0,56;-6,25;1,45;2,64;1,46;-0,29;-0,24;-0,43;-0,08;
23019,5;0,57;-6,04;1,3;2,44;1,46;-0,34;-0,05;-0,29;-0,01;
23019,75;0,57;-6;1,05;2,4;1,46;-0,29;-0,23;-0,12;0,13;
23020;0,58;-6,09;0,96;2,25;1,46;-0,21;-0,06;0,03;0,21;
23020,25;0,39;-6,31;0,91;2,15;1,46;-0,1;-0,23;0,2;0,37;
23020,5;0,36;-6,57;0,67;2,15;1,45;0;-0,09;0,35;0,44;
23020,75;0,4;-6,81;0,5;2,1;1,46;0,07;-0,21;0,5;0,6;
23021;0,39;-6,97;0,33;2,1;1,46;0,1;-0,13;0,62;0,64;
23021,25;0,37;-7;0,18;2,1;1,46;0,08;-0,18;0,73;0,77;
23021,5;0,4;-6,89;0,08;2,1;1,46;-0,02;-0,16;0,81;0,77;
23021,75;0,47;-6,74;0,08;2,1;1,46;-0,19;-0,15;0,87;0,84;
23022;0,57;-6,59;0,08;2,11;1,46;-0,37;-0,19;0,9;0,79;
23022,25;0,58;-6,46;0,13;2,11;1,45;-0,53;-0,12;0,9;0,79;
23022,5;0,37;-6,35;0,18;2,1;1,46;-0,62;-0,21;0,88;0,68;
23022,75;0,38;-6,24;0,32;2,21;1,46;-0,63;-0,08;0,83;0,59;
23023;0,26;-6,03;0,47;2,3;1,46;-0,58;-0,2;0,77;0,43;
23023,25;0,16;-5,75;0,75;2,54;1,46;-0,52;-0,04;0,68;0,27;
23023,5;0;-5,45;0,96;2,83;1,46;-0,45;-0,18;0,6;0,07;
23023,75;-0,02;-5,22;1,05;3,12;1,46;-0,43;0,01;0,49;-0,14;
23024;-0,02;-5,12;1,1;3,42;1,46;-0,42;-0,12;0,41;-0,35;
23024,25;-0,02;-5,11;1,3;3,76;1,46;-0,42;0,07;0,3;-0,59;
23024,5;-0,01;-5,15;1,3;3,93;1,45;-0,41;-0,04;0,24;-0,78;
23024,75;0;-5,19;1,35;4,15;1,46;-0,38;0,14;0,14;-1;
23025;-0,01;-5,24;1,35;4,25;1,46;-0,33;0,06;0,12;-1,15;
23025,25;0,19;-5,17;1,44;4,39;1,46;-0,28;0,21;0,05;-1,32;
23025,5;0,19;-5,08;1,49;4,44;1,45;-0,22;0,17;0,07;-1,41;
23025,75;0,2;-4,98;1,64;4,45;1,46;-0,15;0,29;0,04;-1,51;
23026;0,18;-4,81;1,54;4,35;1,46;-0,08;0,27;0,09;-1,51;
23026,25;0,18;-4,6;1,54;4,34;1,46;-0,02;0,35;0,08;-1,53;
23026,5;0,18;-4,45;1,49;4,34;1,46;0;0,35;0,16;-1,46;
23026,75;0,19;-4,39;1,45;4,35;1,46;0,02;0,39;0,17;-1,39;
23027;0,17;-4,46;1,44;4,25;1,46;0,01;0,4;0,25;-1,26;
23027,25;0,19;-4,65;1,45;4,19;1,51;0;0,4;0,27;-1,12;
23027,5;0,2;-4,9;1,35;4,05;1,5;0,03;0,4;0,34;-0,95;
23027,75;0,18;-5,13;1,29;3,85;1,51;0,1;0,38;0,36;-0,77;
23028;0,01;-5,24;1,3;3,56;1,51;0,18;0,38;0,4;-0,59;
23028,25;-0,01;-5,23;1,27;3,32;1,51;0,28;0,34;0,4;-0,4;
23028,5;-0,02;-5,12;1,25;3,07;1,5;0,34;0,32;0,4;-0,23;
23028,75;-0,02;-4,98;1,25;2,73;1,5;0,35;0,28;0,38;-0,06;
23029;-0,01;-4,91;1,25;2,63;1,51;0,32;0,25;0,35;0,07;
23029,25;-0,01;-4,88;1,3;2,49;1,51;0,29;0,22;0,32;0,2;
23029,5;-0,02;-4,99;1,29;2,45;1,51;0,27;0,19;0,26;0,3;
23029,75;-0,01;-5,22;1,34;2,4;1,51;0,28;0,17;0,21;0,38;
23030;-0,21;-5,48;1,35;2,39;1,51;0,31;0,16;0,14;0,43;
23030,25;-0,21;-5,69;1,4;2,3;1,5;0,35;0,16;0,09;0,47;
23030,5;-0,21;-5,86;1,39;2,3;1,5;0,4;0,16;0,02;0,48;
23030,75;-0,2;-5,99;1,44;2,3;1,51;0,45;0,18;-0,02;0,49;
23031;-0,21;-6,05;1,49;2,3;1,51;0,48;0,21;-0,08;0,48;
23031,25;-0,21;-6,07;1,49;2,15;1,51;0,49;0,24;-0,1;0,48;
23031,5;-0,19;-6,04;1,49;2,1;1,51;0,46;0,3;-0,14;0,47;
23031,75;-0,18;-6,04;1,5;2,01;1,51;0,44;0,34;-0,14;0,46;
23032;-0,2;-6,11;1,54;1,95;1,51;0,4;0,42;-0,15;0,46;
23032,25;-0,2;-6,23;1,54;1,86;1,5;0,36;0,45;-0,14;0,48;
23032,5;-0,19;-6,44;1,54;1,86;1,51;0,35;0,55;-0,13;0,5;
23032,75;-0,21;-6,68;1,54;1,86;1,51;0,38;0,56;-0,09;0,53;
23033;-0,2;-6,87;1,54;1,85;1,51;0,46;0,66;-0,07;0,57;
23033,25;-0,19;-7;1,54;1,86;1,5;0,51;0,66;-0,03;0,61;
23033,5;-0,18;-7,05;1,49;1,86;1,51;0,54;0,75;0,01;0,66;
23033,75;-0,2;-7,08;1,49;1,86;1,5;0,6;0,71;0,05;0,71;
23034;-0,22;-7,11;1,5;1,86;1,5;0,64;0,79;0,08;0,75;
23034,25;-0,2;-7,22;1,64;1,86;1,51;0,64;0,72;0,12;0,8;
23034,5;-0,2;-7,44;1,7;1,85;1,51;0,6;0,77;0,14;0,82;
23034,75;-0,22;-7,58;1,74;1,85;1,5;0,48;0,67;0,17;0,84;
23035;-0,19;-7,74;1,58;1,86;1,5;0,31;0,69;0,17;0,83;
23035,25;-0,02;-8,02;1,44;1,86;1,51;0,12;0,57;0,19;0,82;
23035,5;0,17;-8,36;1,4;1,86;1,51;-0,03;0,56;0,17;0,77;
23035,75;0,39;-8,61;1,35;1,86;1,56;-0,14;0,43;0,18;0,72;
23036;0,59;-8,67;1,35;1,86;1,51;-0,25;0,4;0,14;0,64;
23036,25;0,58;-8,43;1,35;1,86;1,51;-0,31;0,26;0,14;0,56;
23036,5;0,76;-7,97;1,35;1,86;1,5;-0,36;0,21;0,1;0,46;
23036,75;0,94;-7,43;1,35;1,86;1,46;-0,43;0,08;0,09;0,36;
23037;1,16;-7,01;1,3;1,86;1,37;-0,53;0,01;0,04;0,25;
23037,25;1,33;-6,8;1,25;1,86;1,36;-0,63;-0,1;0,03;0,15;
23037,5;1,33;-6,7;1,21;1,86;1,36;-0,68;-0,18;-0,02;0,04;
23037,75;1,34;-6,64;1,11;1,95;1,36;-0,64;-0,26;-0,02;-0,05;
23038;1,54;-6,67;1,2;2,11;1,36;-0,53;-0,34;-0,06;-0,12;
23038,25;1,53;-6,73;1,21;2,21;1,36;-0,4;-0,4;-0,06;-0,19;
23038,5;1,74;-6,76;1,21;2,16;1,31;-0,29;-0,48;-0,08;-0,22;
23038,75;1,92;-6,71;1,11;2,16;1,31;-0,23;-0,51;-0,08;-0,26;
23039;2,08;-6,63;1,21;2,16;1,31;-0,18;-0,59;-0,08;-0,25;
23039,25;2,12;-6,5;1,36;2,16;1,31;-0,11;-0,58;-0,07;-0,26;
23039,5;2,15;-6,37;1,36;2,16;1,31;-0,06;-0,67;-0,05;-0,22;
23039,75;2,31;-6,22;1,46;2,16;1,31;-0,01;-0,62;-0,05;-0,19;
23040;2,29;-6,14;1,46;2,16;1,31;0,04;-0,71;-0,02;-0,13;
23040,25;2,13;-6,11;1,65;2,11;1,31;0,09;-0,64;-0,02;-0,09;
23040,5;2,12;-6,15;1,65;2,06;1,31;0,13;-0,72;0,01;-0,02;
23040,75;1,95;-6,29;1,65;2,06;1,31;0,16;-0,63;0;0,03;
23041;1,93;-6,5;1,65;2,07;1,31;0,18;-0,7;0,02;0,09;
23041,25;1,94;-6,7;1,7;2,06;1,31;0,21;-0,6;0;0,13;
23041,5;1,74;-6,89;1,7;2,07;1,31;0,26;-0,66;0;0,17;
23041,75;1,74;-6,98;1,74;2,06;1,31;0,33;-0,57;-0,04;0,19;
23042;1,73;-7,01;1,79;2,06;1,31;0,39;-0,61;-0,06;0,21;
23042,25;1,71;-6,99;1,85;2,04;1,31;0,39;-0,53;-0,12;0,2;
23042,5;1,73;-6,91;1,84;2,01;1,31;0,31;-0,55;-0,16;0,2;
23042,75;1,74;-6,85;1,84;1,96;1,31;0,22;-0,49;-0,24;0,17;
23043;1,52;-6,93;1,84;1,96;1,31;0,1;-0,5;-0,3;0,14;
23043,25;1,51;-7,12;1,89;1,96;1,31;0,03;-0,47;-0,38;0,1;
23043,5;1,34;-7,32;1,89;1,96;1,26;-0,03;-0,45;-0,46;0,06;
23043,75;1,32;-7,45;1,92;1,96;1,26;-0,07;-0,46;-0,54;0,02;
23044;1,34;-7,43;1,99;1,96;1,26;-0,08;-0,43;-0,62;-0,02;
23044,25;1,16;-7,34;1,99;1,96;1,26;-0,07;-0,46;-0,68;-0,05;
23044,5;1,13;-7,19;2,08;1,96;1,26;-0,07;-0,42;-0,74;-0,07;
23044,75;1,12;-7,07;2,09;1,96;1,26;-0,1;-0,46;-0,77;-0,08;
23045;0,97;-6,94;2,13;1,96;1,26;-0,14;-0,42;-0,8;-0,07;
23045,25;0,96;-6,79;2,26;2,05;1,26;-0,16;-0,47;-0,8;-0,06;
23045,5;0,94;-6,69;2,38;2,15;1,26;-0,15;-0,42;-0,79;-0,02;
23045,75;0,95;-6,66;2,52;2,25;1,26;-0,16;-0,45;-0,75;0,02;
23046;0,96;-6,74;2,52;2,25;1,26;-0,17;-0,41;-0,69;0,09;
23046,25;0,98;-6,8;2,52;2,45;1,26;-0,21;-0,41;-0,62;0,15;
23046,5;0,78;-6,91;2,43;2,64;1,26;-0,21;-0,37;-0,53;0,23;
23046,75;0,78;-6,99;2,38;2,69;1,26;-0,18;-0,33;-0,44;0,31;
23047;0,76;-6,98;2,28;2,69;1,26;-0,14;-0,29;-0,31;0,4;
23047,25;0,76;-6,86;2,23;2,74;1,21;-0,13;-0,2;-0,22;0,47;
23047,5;0,78;-6,67;2,13;2,74;1,21;-0,15;-0,17;-0,09;0,55;
23047,75;0,75;-6,44;2,08;2,74;1,21;-0,18;-0,04;-0,01;0,61;
23048;0,76;-6,3;1,93;2,74;1,21;-0,23;-0,01;0,11;0,65;
23048,25;0,57;-6,26;1,89;2,74;1,21;-0,3;0,15;0,17;0,68;
23048,5;0,57;-6,26;1,84;2,83;1,21;-0,35;0,17;0,25;0,67;
23048,75;0,59;-6,25;1,79;2,88;1,21;-0,35;0,33;0,28;0,66;
23049;0,56;-6,29;1,69;2,93;1,21;-0,33;0,35;0,32;0,6;
23049,25;0,58;-6,27;1,64;3,02;1,21;-0,3;0,49;0,31;0,55;
23049,5;0,35;-6,21;1,54;3,18;1,21;-0,3;0,5;0,32;0,44;
23049,75;0,38;-6,1;1,5;3,27;1,21;-0,29;0,58;0,28;0,35;
23050;0,38;-5,94;1,45;3,27;1,21;-0,29;0,6;0,26;0,2;
23050,25;0,38;-5,82;1,45;3,4;1,21;-0,25;0,61;0,21;0,08;
23050,5;0,35;-5,68;1,45;3,55;1,21;-0,22;0,64;0,17;-0,09;
23050,75;0,19;-5,55;1,44;3,61;1,21;-0,18;0,56;0,13;-0,22;
23051;0,19;-5,41;1,45;3,79;1,21;-0,11;0,59;0,09;-0,4;
23051,25;-0,01;-5,39;1,45;3,9;1,21;-0,06;0,43;0,08;-0,53;
23051,5;-0,2;-5,4;1,55;4,15;1,21;-0,01;0,48;0,06;-0,69;
23051,75;-0,48;-5,5;1,69;4,25;1,21;0,02;0,26;0,08;-0,81;
23052;-0,58;-5,61;1,64;4,3;1,21;0,08;0,31;0,1;-0,94;
23052,25;0,77;-5,73;1,65;4,43;1,21;0,17;0,06;0,15;-1,04;
23052,5;0,78;-5,87;1,66;4,64;1,21;0,24;0,13;0,2;-1,14;
23052,75;0,76;-5,94;1,61;4,69;1,26;0,26;-0,12;0,29;-1,21;
23053;0,77;-5,92;1,4;4,69;1,26;0,23;-0,06;0,36;-1,29;
23053,25;0,79;-5,87;1,1;4,68;1,26;0,13;-0,27;0,47;-1,35;
23053,5;0,77;-5,91;0,91;4,69;1,26;0,03;-0,2;0,55;-1,4;
23053,75;0,79;-6,05;0,82;4,69;1,26;-0,08;-0,34;0,64;-1,46;
23054;0,76;-6,13;0,62;4,64;1,26;-0,18;-0,29;0,7;-1,5;
23054,25;0,81;-6,17;0,52;4,59;1,26;-0,24;-0,34;0,77;-1,56;
23054,5;0,78;-6,09;0,57;4,49;1,26;-0,25;-0,31;0,8;-1,6;
23054,75;0,77;-5,91;0,57;4,39;1,26;-0,22;-0,27;0,82;-1,66;
23055;0,6;-5,7;0,62;4,29;1,26;-0,19;-0,26;0,81;-1,71;
23055,25;-0,58;-5,51;0,62;4,2;1,26;-0,21;-0,14;0,78;-1,77;
23055,5;-0,56;-5,35;0,67;4,05;1,26;-0,22;-0,16;0,72;-1,81;
23055,75;-0,58;-5,21;0,76;3,95;1,26;-0,22;0,02;0,64;-1,85;
23056;-0,55;-5,18;0,91;3,95;1,26;-0,16;-0,01;0,55;-1,86;
23056,25;-0,58;-5,22;1,01;3,95;1,26;-0,06;0,18;0,45;-1,87;
23056,5;0,6;-5,33;1,11;3,81;1,26;0,05;0,14;0,33;-1,84;
23056,75;-0,39;-5,43;1,25;3,51;1,26;0,17;0,33;0,23;-1,78;
23057;-0,4;-5,48;1,35;3,37;1,26;0,32;0,29;0,13;-1,67;
23057,25;-0,39;-5,5;1,45;3,12;1,26;0,49;0,43;0,04;-1,53;
23057,5;-0,2;-5,6;1,64;2,93;1,26;0,61;0,4;-0,03;-1,34;
23057,75;-0,21;-5,73;1,64;2,68;1,26;0,7;0,48;-0,07;-1,11;
23058;-0,2;-5,86;1,69;2,25;1,26;0,78;0,48;-0,1;-0,82;
23058,25;0,03;-6,03;1,79;1,95;1,26;0,89;0,48;-0,09;-0,5;
23058,5;-0,19;-6,3;1,89;1,52;1,26;1,02;0,5;-0,08;-0,13;
23058,75;-0,21;-6,67;1,84;0,92;1,26;1,15;0,43;-0,02;0,24;
23059;-0,2;-7,01;1,54;0,3;1,21;1,23;0,47;0,03;0,65;
23059,25;-0,22;-7,31;1,54;-0,11;1,21;1,31;0,35;0,12;1,05;
23059,5;-0,21;-7,67;1,48;-0,61;1,21;1,45;0,4;0,18;1,46;
23059,75;-0,27;-8,1;1,4;-1,17;1,21;1,6;0,25;0,27;1,82;
23060;-0,38;-8,55;1,3;-1,71;1,21;1,68;0,29;0,32;2,18;
23060,25;-0,38;-8,95;1,25;-2,24;1,21;1,69;0,15;0,39;2,46;
23060,5;-0,37;-9,28;1,2;-2,74;1,21;1,66;0,17;0,41;2,72;
23060,75;-0,36;-9,67;1,2;-3,02;1,21;1,6;0,07;0,43;2,88;
23061;-0,37;-10,22;1,3;-3,07;1,21;1,46;0,06;0,4;3;
23061,25;-0,58;-10,82;1,35;-3,07;1,21;1,25;0,01;0,37;3,03;
23061,5;0,78;-11,34;1,5;-3,07;1,21;1,02;-0,04;0,28;3,01;
23061,75;0,76;-11,75;1,4;-3,07;1,21;0,79;-0,02;0,2;2,9;
23062;0,78;-12;1,5;-2,69;1,21;0,59;-0,11;0,07;2,76;
23062,25;0,79;-12,12;1,54;-2,09;1,21;0,37;-0,01;-0,05;2,55;
23062,5;0,76;-12,05;1,83;-1,46;1,21;0,11;-0,13;-0,18;2,31;
23062,75;0,76;-11,86;1,93;-0,97;1,21;-0,15;0,03;-0,32;2,05;
23063;0,78;-11,6;1,99;-0,34;1,21;-0,37;-0,12;-0,43;1,77;
23063,25;0,77;-11,33;2,23;0,29;1,21;-0,55;0,09;-0,55;1,51;
